 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a33	0.13575312	0.10785916	0.13490696	0.068170846	0.060088385	0.053576842	0.03355345	0.016035257	0.015557376	0.012705678	0.052165914	0.068777606	0.24084948
a31	0.20986143	0.29356313	0.12304559	0.06103016	0.05480768	0.03999223	0.034503326	0.028345328	0.030970301	0.031312667	0.028712004	0.030776523	0.033079658
a20	0.25920996	0.2679916	0.22403377	0.05300444	0.02601384	0.012473209	0.013321251	0.014381536	0.029201701	0.04069519	0.022333883	0.017965095	0.019374577
a31	0.1787868	0.15873687	0.15867591	0.10218884	0.038086303	0.034970436	0.023461496	0.011024154	0.044982854	0.03814565	0.038023528	0.11882694	0.0540902
a28	0.15210737	0.07273009	0.086824514	0.09835948	0.04723891	0.038952712	0.037685122	0.032216914	0.04219669	0.035935976	0.026577966	0.075465076	0.25370926
a20	0.06911795	0.067308836	0.07373144	0.10613341	0.044549383	0.037177503	0.038039085	0.042625256	0.046268445	0.035596576	0.04199766	0.14283308	0.25462136
a37	0.055462975	0.054221854	0.05558551	0.08482837	0.03783012	0.032333028	0.04717047	0.053584274	0.0407325	0.028161038	0.033179507	0.23363867	0.24327168
a31	0.06484771	0.057967294	0.060630888	0.058766082	0.033624172	0.029846746	0.043761693	0.03511196	0.037165888	0.019384047	0.022507558	0.36403587	0.17235003
a20	0.07349598	0.07948002	0.19636385	0.045851424	0.032303587	0.0312481	0.036116675	0.061956123	0.05364477	0.03241495	0.0652451	0.09959448	0.1922849
a31	0.034312543	0.034545466	0.044264495	0.03300592	0.023354623	0.044306427	0.073179014	0.107242614	0.08445711	0.022260465	0.07399308	0.13786726	0.28721097
a46	0.0413415	0.0290324	0.040786695	0.022719823	0.021566434	0.027774386	0.030677466	0.06311903	0.030787632	0.015105706	0.074891835	0.1872574	0.41493976
a20	0.015814811	0.015534969	0.015636012	0.012981722	0.021101194	0.03777888	0.062007055	0.0943211	0.058149993	0.018053455	0.10692442	0.17180708	0.36988932
a31	0.030199667	0.025969215	0.033985734	0.017278023	0.018166475	0.042635873	0.061799817	0.10004036	0.068885	0.015871294	0.060211603	0.17233357	0.35262337
a20	0.009557536	0.013317575	0.018905481	0.012709313	0.014115033	0.02338271	0.030646114	0.053487264	0.029685695	0.023410289	0.10783281	0.30939013	0.35356006
a37	0.011200917	0.010029006	0.01609123	0.006028997	0.012603112	0.022655683	0.031494644	0.04731184	0.044656202	0.04893169	0.18310784	0.20151298	0.3643759
a31	0.01956404	0.01312922	0.03456494	0.008331381	0.011803726	0.01948642	0.03468557	0.062204935	0.07999356	0.08805067	0.113258034	0.15965533	0.3552722
a17	0.007030651	0.015090112	0.012748089	0.007020216	0.013101889	0.01729153	0.02769884	0.04496361	0.03627741	0.03936744	0.09646039	0.26799625	0.41495347
a31	0.006833508	0.008654316	0.008667031	0.00332217	0.007528839	0.011742492	0.0185632	0.032226767	0.040420543	0.07617032	0.13938397	0.25515547	0.39133143
a18	0.011278366	0.024076082	0.022751829	0.006875086	0.013885304	0.014671354	0.031445052	0.073390596	0.05458158	0.04445925	0.08170784	0.23294434	0.38793334
a37	0.006819367	0.011397762	0.010062244	0.0035504703	0.008294581	0.015935278	0.026988281	0.047547694	0.05504395	0.09540558	0.1617295	0.22949104	0.3277343
a20	0.00489149	0.0065734186	0.008640288	0.0018371315	0.0036565	0.0073026023	0.010741296	0.038467586	0.099087514	0.2613942	0.18795998	0.1795942	0.18985374
a31	0.0023445296	0.003541422	0.006885603	0.0017516421	0.0040028435	0.012216774	0.032753207	0.046402354	0.13941288	0.30105823	0.21373673	0.11528261	0.12061126
a11	0.008264452	0.01579756	0.035624444	0.009964662	0.010590798	0.00967924	0.024661835	0.037277084	0.044296518	0.06120699	0.09264921	0.25792634	0.39206088
a31	0.0016816516	0.004021603	0.0044120234	0.0014484493	0.002990551	0.006170002	0.015546719	0.069808766	0.12827928	0.18300919	0.17641902	0.21020578	0.19600697
a8	0.0053133382	0.010200461	0.036604505	0.02497695	0.017968515	0.013561959	0.01807198	0.01892726	0.061565984	0.0848884	0.0830652	0.22849484	0.39636067
</S>	0.008844154	0.020041117	0.04105007	0.012189026	0.008305062	0.010398776	0.022899983	0.037018657	0.061281912	0.16454907	0.115513384	0.19744498	0.3004638
