 	non	aveva	dove	a	stare	</S>
a31	0.1259844	0.21414545	0.31190053	0.17977826	0.055237	0.11295439
a8	0.20663482	0.110000685	0.10465409	0.25493246	0.20288317	0.12089473
a31	0.43054548	0.33579582	0.04924181	0.03239017	0.03359143	0.11843532
a28	0.25219306	0.2374173	0.042982314	0.14884537	0.16856632	0.14999567
a37	0.13895892	0.13064644	0.022603745	0.049870394	0.5690668	0.088853754
a31	0.15959412	0.14806795	0.029247794	0.085031115	0.45088413	0.12717485
a18	0.14947246	0.07927067	0.03562847	0.16772652	0.3076009	0.260301
a0	0.05377372	0.031116439	0.024867637	0.08966547	0.2835394	0.51703733
a23	0.03512381	0.020469999	0.016521744	0.055885814	0.58875334	0.28324535
a8	0.011625323	0.0065453406	0.0073804026	0.082743466	0.6645426	0.22716284
a31	0.013435207	0.007545927	0.016357547	0.12046061	0.61245686	0.22974384
a20	0.017290844	0.013829994	0.031907257	0.24815853	0.09577934	0.5930341
a31	0.0033591473	0.006694339	0.015034914	0.04364119	0.3097786	0.6214918
a20	0.0071657277	0.035468612	0.064071566	0.16703431	0.06681439	0.65944535
a24	0.0035394037	0.008783808	0.0155861145	0.019220145	0.43116453	0.521706
a8	0.0019517537	0.010049978	0.018079383	0.04616166	0.3523563	0.57140094
a31	0.0075719054	0.040117234	0.040293805	0.17527801	0.4106746	0.3260644
</S>	0.0047987844	0.020136712	0.03971093	0.07050839	0.09222406	0.77262115
