 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.18424276	0.06830722	0.036582872	0.03577221	0.04058886	0.034020986	0.037576884	0.04626368	0.085947074	0.078900374	0.07013086	0.03657651	0.030618776	0.023342859	0.041117832	0.017796546	0.015722156	0.015699081	0.0168631	0.020607863	0.063321516
a17	0.22904119	0.018040264	0.021977078	0.014296274	0.073907636	0.013112785	0.016967114	0.021454092	0.033886563	0.04040213	0.051902242	0.060869396	0.06845772	0.07007864	0.03559177	0.03366621	0.016303169	0.046674393	0.08224487	0.020721022	0.030405387
a31	0.15112719	0.111018226	0.14657247	0.10786681	0.07694156	0.015263109	0.09202561	0.011033283	0.012539493	0.022482999	0.032515034	0.035606064	0.03885992	0.03911304	0.013555234	0.011016702	0.0034862806	0.008560613	0.030951893	0.01563624	0.023828276
a17	0.10572975	0.06662344	0.1007569	0.08077955	0.18754901	0.029271936	0.17574477	0.013833338	0.009332979	0.021379367	0.028813805	0.029612893	0.03129225	0.031520944	0.010877058	0.007915294	0.0062228553	0.008412217	0.014308879	0.0073264777	0.032696262
a31	0.036491733	0.032584228	0.036274303	0.034770746	0.085383646	0.050608728	0.30998063	0.027597256	0.013107414	0.016167076	0.013564176	0.012853046	0.013179137	0.012978554	0.0102873035	0.003698824	0.0032163612	0.0070273876	0.028570967	0.03856975	0.21308877
a34	0.11033146	0.022261012	0.06822278	0.03632021	0.2392245	0.027953636	0.13846776	0.03162228	0.01508104	0.03362124	0.035625704	0.035642017	0.03617999	0.036222123	0.020578375	0.008448842	0.007290423	0.01013847	0.011655863	0.013992536	0.061119817
a1	0.12612514	0.014623772	0.034291204	0.008765561	0.08731546	0.021600995	0.06486121	0.05280761	0.044948578	0.052523095	0.05290421	0.05365888	0.056962106	0.060523976	0.050173476	0.022078099	0.009753089	0.041488484	0.039131377	0.03303702	0.07242669
a35	0.078437895	0.009173945	0.021554291	0.009999434	0.08461631	0.018150117	0.08443517	0.038051948	0.022155162	0.022909144	0.023785342	0.030618612	0.044048853	0.049416907	0.027074665	0.01797006	0.009581747	0.046549577	0.048514962	0.09064974	0.22230615
a31	0.05507841	0.0071444428	0.010739352	0.00554879	0.036542438	0.006023867	0.033442263	0.036598623	0.016361693	0.021703564	0.023407526	0.03263065	0.046184752	0.051719416	0.025725918	0.01027713	0.0052352087	0.055924516	0.058601428	0.103533946	0.35757604
a20	0.07054746	0.0069169635	0.008862275	0.0042032376	0.03461135	0.016100192	0.059556518	0.046344142	0.039772872	0.047015917	0.0472923	0.047785502	0.04979542	0.052040845	0.044538863	0.019206751	0.011616368	0.03666653	0.03819038	0.14534566	0.17359042
a17	0.059530023	0.004646828	0.009614139	0.0039835507	0.07551386	0.01605576	0.0683723	0.021437688	0.012068516	0.011633775	0.012216732	0.016915409	0.023904644	0.02639101	0.014997234	0.014909558	0.012357616	0.0388971	0.04551693	0.20681532	0.30422202
a20	0.026279233	0.003786407	0.011226653	0.005117276	0.053249244	0.018120026	0.050418988	0.020406041	0.010216435	0.008967463	0.010423395	0.016366657	0.020185214	0.021915382	0.0145889	0.013380235	0.011618801	0.061730865	0.10695552	0.17981255	0.33523467
a8	0.012171773	0.005110139	0.011238092	0.009454043	0.027713418	0.013094668	0.05095491	0.010145361	0.004885944	0.004486377	0.004796557	0.007250488	0.0101020755	0.013457583	0.00770275	0.0073323343	0.010109067	0.078439	0.1224337	0.061040763	0.52808094
a31	0.02209656	0.0033340815	0.008677817	0.0032166196	0.016252462	0.0031578946	0.012751531	0.018944915	0.016778408	0.022755925	0.024538284	0.03671853	0.07518885	0.104463026	0.059292074	0.014941206	0.007909042	0.037165117	0.06428948	0.21047568	0.2370525
a24	0.05441881	0.0032379555	0.0053542843	0.0016775567	0.037146904	0.014412741	0.036131237	0.017786162	0.017143967	0.017204244	0.017108364	0.01742282	0.018716294	0.020136824	0.017202027	0.01695776	0.015508994	0.027215866	0.04513026	0.26484847	0.33523852
a31	0.039954707	0.0019412858	0.0042180624	0.0007640167	0.019118786	0.004690458	0.012756972	0.006856161	0.0048848973	0.0048295544	0.0049033896	0.005868485	0.00839839	0.010318728	0.00561153	0.005938652	0.013532376	0.07458107	0.0761499	0.351751	0.3429315
a13	0.057136443	0.026938478	0.026178857	0.004025919	0.050454948	0.020585045	0.023850515	0.013858424	0.015535122	0.01531614	0.010028065	0.015136667	0.0192898	0.020580389	0.013579829	0.026068041	0.040253635	0.053976037	0.03621816	0.14495856	0.36603087
a20	0.07432345	0.005715114	0.008239455	0.0014179527	0.02181205	0.009287154	0.012921758	0.0072319396	0.0068739667	0.005423633	0.0054377825	0.008931757	0.009944546	0.011502866	0.00838169	0.014894158	0.035323884	0.10659515	0.15885061	0.258173	0.22871806
a33	0.030406894	0.0017050342	0.011307443	0.0015704005	0.02061843	0.005277603	0.014920331	0.0053901565	0.004665228	0.003860066	0.0049055032	0.008460092	0.011070019	0.021878531	0.014561433	0.021280982	0.0679443	0.12292081	0.2125057	0.18621841	0.2285326
a20	0.008397676	0.00043277553	0.00048740002	0.0004934584	0.007453816	0.007653696	0.015847042	0.008360408	0.009184576	0.007736124	0.019455256	0.039954077	0.04442992	0.04627665	0.039347753	0.03965742	0.046571765	0.11152184	0.277678	0.1230319	0.14602844
a31	0.0317944	0.0016115193	0.0014448129	0.0010017288	0.011950758	0.002437207	0.016916275	0.00816624	0.005832904	0.0058613177	0.011633672	0.030604556	0.050106417	0.062874034	0.023604149	0.018516224	0.030752035	0.14781658	0.17098264	0.17558727	0.19050527
a21	0.008330001	0.0045378827	0.0051778927	0.0014709628	0.024534296	0.0058526206	0.0054933084	0.0037877448	0.004361965	0.0041712644	0.0026620838	0.004630016	0.0047011143	0.0047347355	0.0035813833	0.007618957	0.028874403	0.06601461	0.058853704	0.26463535	0.48597568
a20	0.0112672625	0.0020350215	0.0020348225	0.00071178813	0.01898485	0.004119461	0.0048806085	0.0029245052	0.0032296113	0.00260129	0.0031000779	0.009271703	0.013527361	0.015534467	0.012060781	0.024286464	0.08758907	0.09781935	0.12350531	0.15832712	0.4021891
a31	0.015847443	0.0013058807	0.0014729	0.00061387604	0.02355885	0.0036474639	0.0091301305	0.0035794151	0.0036711402	0.002458609	0.006905123	0.021836484	0.021731593	0.023371384	0.01477685	0.03152165	0.07180247	0.09595239	0.17246881	0.17100577	0.30334172
a26	0.0030587856	0.0039646076	0.007626904	0.0025698154	0.016535832	0.010017927	0.006077978	0.0060059954	0.009729791	0.008701408	0.0062543694	0.011198487	0.008264043	0.0061794296	0.0058962307	0.009376339	0.03542529	0.06983343	0.077427536	0.30142546	0.39443034
a37	0.004423063	0.0017901281	0.0035146745	0.0010836428	0.01604035	0.007272419	0.0043596295	0.0038011586	0.0069757816	0.006081747	0.0046639666	0.013159751	0.014019225	0.01543096	0.014569882	0.023258284	0.121137835	0.09357546	0.106806844	0.21779741	0.3202378
a31	0.013369473	0.0032854017	0.006355167	0.0020970467	0.06387856	0.006246949	0.006113752	0.0025512234	0.004825717	0.0036766569	0.005302349	0.01797364	0.015211466	0.014119476	0.011704773	0.03511535	0.0993421	0.08425633	0.09899142	0.16907191	0.33651125
a23	0.0016163369	0.0033593979	0.007944945	0.002889839	0.011279466	0.013152188	0.009915463	0.016809268	0.013790564	0.011464113	0.013260602	0.022143917	0.021160403	0.01206092	0.012896073	0.01790942	0.03425381	0.09153232	0.10912388	0.2910074	0.28242972
a31	0.00528095	0.008298244	0.014138008	0.009057591	0.026590517	0.009433387	0.0075289807	0.005137119	0.007906525	0.008937227	0.011172622	0.01502211	0.015031719	0.013037319	0.016427636	0.020943869	0.08567903	0.051729646	0.116203904	0.16771005	0.38473356
a37	0.002254534	0.0064624865	0.011601256	0.007651716	0.014235997	0.025472386	0.020240538	0.021904053	0.025851486	0.02282864	0.025311366	0.03694398	0.034078855	0.018508688	0.022887373	0.028566495	0.043852393	0.075116634	0.1331778	0.20125549	0.22179781
a39	0.0040318845	0.003799062	0.008230885	0.0034697684	0.023751916	0.011909963	0.007928831	0.0055464595	0.011209628	0.011693943	0.011703667	0.016024875	0.012073528	0.014526386	0.017699583	0.021566072	0.11550288	0.0820573	0.09860747	0.19397813	0.3246877
a10	0.023775859	0.008244349	0.017505785	0.009042424	0.08529281	0.0074584116	0.009491726	0.0028302243	0.0055646524	0.0053983745	0.008288831	0.020292774	0.018605288	0.018107757	0.020247808	0.048524193	0.09137497	0.08093891	0.106747575	0.11691684	0.29535046
a31	0.028591907	0.010132234	0.034288272	0.0060616103	0.06377653	0.00813161	0.015001864	0.003129943	0.0049275807	0.0033245133	0.010617122	0.029044067	0.024479866	0.025202887	0.020092253	0.0602587	0.08988992	0.08688822	0.12223672	0.115136504	0.23878767
a24	0.012835083	0.006187693	0.010558196	0.005387419	0.030432278	0.008495165	0.0054070735	0.006622655	0.008269933	0.008023126	0.006119329	0.011233416	0.010402282	0.008663276	0.005618924	0.008685681	0.038155816	0.07189713	0.064035445	0.28694612	0.38602394
a31	0.016594745	0.00595828	0.008180235	0.0026540698	0.061239235	0.0051286714	0.0036521752	0.0035586525	0.0048250845	0.0044352943	0.0037641209	0.011934852	0.016649406	0.022015134	0.01747739	0.025631849	0.10883909	0.08970349	0.0851216	0.17458688	0.32804972
