 	non	aveva	dove	aveva	per	stare	</S>
a7	0.13532248	0.2896321	0.3270586	0.06382661	0.056867268	0.026682489	0.10061043
a31	0.64105695	0.1310576	0.039531115	0.023321718	0.029393058	0.028382568	0.10725698
a29	0.36887598	0.33508858	0.059372574	0.027252495	0.05511569	0.031672835	0.12262189
a19	0.1288552	0.13960414	0.022466969	0.019909158	0.04212578	0.18282817	0.46421063
a46	0.097528316	0.04777894	0.026001956	0.0225278	0.13784827	0.08745037	0.5808643
a31	0.12757285	0.07446616	0.04591354	0.023906605	0.12363	0.17308758	0.43142325
a38	0.11056775	0.2427704	0.14694707	0.05736873	0.08359536	0.12128931	0.23746136
a31	0.07771528	0.07646191	0.09500419	0.05729453	0.16367418	0.27303725	0.25681263
a20	0.05874414	0.16343741	0.132992	0.13638733	0.05630137	0.10759987	0.34453788
a31	0.027262405	0.07208468	0.06907868	0.039435226	0.07239173	0.41903776	0.30070955
a0	0.018082734	0.033015344	0.13053405	0.18484418	0.058173943	0.0690988	0.506251
a31	0.010201302	0.0510927	0.07390138	0.05121804	0.022224694	0.45241293	0.338949
a46	0.018780986	0.05461813	0.25412124	0.17495045	0.07705345	0.07578845	0.3446873
a18	0.004456537	0.048256833	0.086854145	0.17453207	0.03551844	0.3404814	0.30990052
</S>	0.011345958	0.09960232	0.07852481	0.20027347	0.049064495	0.32709083	0.23409808
