 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.10456322	0.10557397	0.0722013	0.034656435	0.11233883	0.24123412	0.32943213
a31	0.21680363	0.2227206	0.06292626	0.10497729	0.1268723	0.13131998	0.13438
a21	0.20529196	0.24300195	0.07044658	0.09845485	0.106284164	0.11085076	0.16566977
a37	0.10182938	0.33021805	0.05320321	0.030300679	0.051277183	0.093871824	0.33929965
a8	0.061922688	0.120853275	0.032850336	0.006381055	0.040763076	0.21482648	0.5224031
a31	0.05171366	0.07893693	0.015232055	0.00660504	0.025683556	0.31332344	0.50850534
a13	0.18890715	0.2154974	0.028805478	0.026557833	0.05919445	0.16018221	0.32085547
a20	0.048737634	0.024286559	0.004222399	0.006809231	0.05036625	0.4614467	0.40413123
a3	0.028335098	0.049348503	0.0028077113	0.0041637192	0.0377815	0.3763649	0.5011986
a31	0.03969972	0.0660407	0.007798014	0.0065230755	0.04239255	0.26880875	0.5687372
a29	0.041975886	0.036324125	0.013463316	0.034953136	0.094717	0.48962066	0.28894594
a31	0.0037118434	0.0035256408	0.0005411207	0.0066206898	0.051115997	0.66231596	0.27216876
a3	0.01038849	0.017996553	0.014320507	0.050966997	0.07966297	0.37014034	0.45652407
a31	0.002192137	0.0043171747	0.0023346194	0.0126594445	0.06264816	0.73284435	0.18300405
a24	0.011241669	0.033666313	0.027939409	0.06268117	0.14870268	0.41785896	0.2979098
a31	0.0031238496	0.010485082	0.0073325285	0.0353761	0.08619821	0.6446582	0.21282601
a39	0.010236599	0.02796544	0.03695411	0.07915195	0.15636648	0.36113268	0.32819274
a31	0.0037169587	0.007602685	0.009388736	0.043845717	0.12408813	0.49626514	0.31509256
a33	0.009566993	0.019942258	0.037952796	0.121800885	0.12444995	0.33763918	0.34864795
a31	0.005274625	0.011072199	0.044592883	0.09800995	0.29444218	0.3270734	0.21953474
a23	0.0068923053	0.017931305	0.035714846	0.12660792	0.12304959	0.378122	0.31168202
</S>	0.0053847544	0.00948322	0.046121087	0.14451642	0.27755785	0.27631128	0.24062541
