 	Marika	tu	hai	mangiato	</S>
a8	0.08565627	0.082929365	0.16337371	0.20756903	0.46047163
a31	0.28408152	0.076012835	0.1865633	0.27392578	0.17941658
a24	0.25597274	0.068875045	0.25160408	0.2783047	0.1452434
a31	0.5398896	0.18882409	0.05808043	0.09658319	0.11662267
a28	0.30686894	0.17732206	0.06233458	0.05716013	0.39631432
a31	0.19099483	0.09315821	0.07772174	0.23442999	0.4036952
a3	0.43562493	0.050666355	0.078941256	0.1452938	0.28947365
a18	0.101941794	0.031032853	0.09222113	0.5865489	0.18825525
a31	0.17724401	0.033435345	0.0979037	0.27749437	0.41392258
a23	0.029375846	0.014640181	0.050242107	0.6466049	0.25913695
a31	0.08259149	0.02985129	0.1073827	0.45765114	0.32252344
a20	0.009235152	0.01018284	0.047096673	0.5730596	0.3604258
</S>	0.015259739	0.017841019	0.09617543	0.26166105	0.60906273
