 	Marika	è	che	si	sposa	domani	</S>
a27	0.05899819	0.078050345	0.09421345	0.102054715	0.026297709	0.05650868	0.58387685
a37	0.0661342	0.22572768	0.4264458	0.14265142	0.020947263	0.056498356	0.061595198
a31	0.14657715	0.3330168	0.37732983	0.072325915	0.013269463	0.02298825	0.034492586
a11	0.35250553	0.30630207	0.21481407	0.06705689	0.034015205	0.012958567	0.012347587
a31	0.35261628	0.2340387	0.22182584	0.10774167	0.03888493	0.0129240705	0.031968527
a37	0.39802587	0.33942398	0.12730855	0.05317472	0.015229325	0.021717401	0.045120105
a31	0.32182327	0.15534288	0.08221049	0.07225958	0.069356345	0.08219682	0.21681066
a6	0.11744585	0.5811546	0.15050352	0.03168571	0.013267403	0.043245103	0.062697776
a20	0.104445405	0.29692042	0.077663735	0.030459145	0.06400423	0.097826235	0.32868087
a31	0.23261736	0.1376642	0.08771137	0.036007848	0.08311423	0.09914928	0.3237357
a20	0.06761339	0.53270584	0.07338049	0.021088995	0.034501728	0.12131761	0.14939186
a31	0.08702483	0.39467502	0.10237339	0.016643498	0.06874236	0.11768461	0.21285628
a0	0.0484945	0.14685386	0.04289028	0.019824846	0.045451533	0.15162563	0.54485935
a20	0.074886486	0.29146504	0.14579995	0.029763028	0.07388067	0.1579411	0.22626378
a31	0.09421258	0.32119521	0.0681424	0.02558423	0.10242071	0.21972774	0.16871713
</S>	0.007913227	0.010922952	0.009921086	0.021036014	0.030524865	0.13630137	0.78338045
