 	non	deve	magniare	la	sera	</S>
a20	0.1416623	0.31610066	0.3298622	0.15375584	0.022396727	0.036222223
a31	0.29505453	0.20086615	0.35098752	0.056888368	0.039052363	0.05715114
a18	0.25301397	0.23228712	0.291139	0.105622545	0.044568945	0.073368385
a37	0.13936292	0.18985178	0.10076568	0.23602392	0.25138026	0.08261542
a18	0.20387213	0.18082035	0.12611319	0.1635284	0.2638021	0.061863866
a31	0.12781128	0.1492408	0.105848365	0.14256848	0.34378886	0.1307422
a13	0.06834718	0.14114483	0.16480911	0.2524541	0.13288622	0.24035853
a31	0.03225872	0.08806097	0.112802595	0.16322216	0.16777426	0.43588135
a17	0.018633002	0.096389785	0.07945892	0.18220271	0.22282209	0.40049347
</S>	0.00944426	0.09272732	0.12326504	0.111922696	0.11002804	0.55261266
