 	il	morto	si	piange	</S>
a20	0.33666983	0.118962325	0.085549936	0.12973545	0.32908246
a31	0.5840892	0.1577908	0.07191013	0.10645028	0.079759575
a18	0.68315727	0.16408375	0.08818921	0.036110394	0.02845936
a15	0.5393922	0.32414708	0.04133975	0.082723215	0.012397855
a31	0.41798487	0.28973788	0.070320494	0.15390661	0.068050034
a15	0.27565888	0.29454893	0.20337062	0.14489928	0.081522256
a31	0.29398933	0.29521844	0.07072997	0.26015183	0.079910494
a29	0.16417244	0.25540885	0.2783855	0.10160224	0.20043099
a31	0.1599947	0.25922275	0.13749403	0.18488707	0.2584014
a0	0.11191026	0.26967496	0.08468072	0.12962274	0.40411127
a31	0.04997376	0.27003568	0.105002396	0.0676298	0.5073583
a13	0.041300684	0.18261117	0.07401705	0.15249468	0.5495764
a18	0.018470444	0.34788698	0.035753716	0.027875025	0.5700139
a41	0.027225623	0.2631626	0.059941303	0.033826433	0.6158441
a31	0.05303981	0.22548366	0.12608801	0.0737443	0.52164423
a18	0.020291036	0.3011303	0.040677488	0.054859947	0.5830412
a31	0.009194995	0.26186398	0.02776697	0.019589579	0.6815845
a46	0.030726554	0.21451408	0.11261543	0.04492315	0.59722084
a31	0.011642885	0.10926732	0.08273791	0.12042411	0.67592776
a0	0.048299972	0.19704603	0.17035238	0.11619389	0.46810782
a31	0.017243287	0.07683697	0.08981432	0.29204077	0.52406466
</S>	0.063280605	0.14841636	0.1517011	0.23840521	0.39819673
