 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.20601232	0.3404265	0.14645003	0.23670904	0.050022732	0.008623271	0.011756043
a20	0.34194893	0.18288487	0.16681129	0.06954185	0.12162202	0.056317717	0.060873322
a35	0.22946762	0.20337786	0.18127207	0.10080754	0.14369924	0.059646435	0.08172923
a20	0.16124211	0.101136014	0.10427221	0.16100366	0.20787634	0.1547433	0.10972625
a38	0.18347247	0.07514167	0.08296964	0.15923092	0.14716555	0.29260612	0.059413616
a31	0.1996856	0.13414887	0.07698391	0.13712704	0.12509638	0.27747145	0.04948677
a18	0.13576806	0.12271732	0.07545559	0.27543175	0.14500688	0.19036226	0.055258147
a23	0.032874506	0.056914274	0.046753418	0.112142354	0.1650856	0.46145552	0.12477435
a24	0.06063776	0.035741545	0.021358194	0.048710894	0.09279771	0.19867006	0.54208386
a37	0.11797384	0.10171678	0.055176225	0.1401777	0.06624078	0.41145626	0.10725839
a20	0.09158322	0.07856409	0.053541344	0.20080638	0.084488764	0.3513505	0.13966565
a31	0.10007234	0.06755641	0.06609539	0.24979612	0.076013036	0.29420695	0.14625978
a20	0.09187562	0.08149129	0.17449212	0.32941237	0.07278043	0.06620401	0.1837441
a33	0.055276778	0.039748423	0.06569923	0.16841687	0.04748304	0.102971256	0.5204044
a31	0.16407329	0.023276474	0.09459612	0.18936536	0.1493584	0.112877324	0.26645306
a20	0.057957966	0.02677155	0.13534036	0.23087992	0.1621847	0.026938813	0.35992664
a31	0.061280083	0.031515528	0.092481606	0.12957881	0.03934126	0.063879624	0.58192307
a20	0.0255099	0.017679336	0.02935081	0.07784805	0.15867026	0.06351332	0.6274283
a31	0.050431464	0.02780526	0.07628262	0.12393055	0.17019005	0.117318675	0.4340414
</S>	0.019449497	0.014215686	0.022088487	0.032058183	0.055158783	0.040912654	0.81611675
