 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.03024388	0.07786042	0.07126234	0.06692342	0.09317773	0.12345715	0.11572662	0.4213485
a31	0.20686468	0.48355028	0.031930376	0.053346246	0.010261199	0.010385245	0.07522895	0.12843302
a14	0.21980922	0.32471332	0.03704376	0.124795936	0.048902977	0.009588788	0.05806781	0.17707819
a37	0.14156751	0.2005594	0.09097914	0.23075424	0.06566193	0.008186856	0.05013986	0.21215104
a10	0.1113904	0.13990636	0.05705824	0.21687232	0.073363736	0.009480347	0.15706065	0.23486792
a31	0.079016335	0.061341215	0.04051096	0.10178355	0.0753672	0.026945448	0.28772974	0.32730556
a28	0.23411264	0.45549577	0.093464516	0.100376725	0.012103272	0.011538785	0.027306115	0.06560217
a31	0.10816401	0.15817048	0.06864247	0.1915314	0.014447431	0.005377216	0.10092701	0.35273996
a42	0.26045936	0.37141287	0.09953421	0.033180505	0.012816918	0.047649875	0.085219145	0.089727044
a23	0.04240267	0.06839573	0.038057994	0.04870069	0.012314159	0.0067561683	0.2780758	0.5052968
a8	0.02456652	0.030610148	0.01373013	0.028276794	0.006784986	0.010776409	0.303491	0.5817639
</S>	0.01635613	0.02371681	0.011720203	0.04490736	0.012979557	0.014341525	0.29917395	0.5768044
