 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.06414313	0.06283522	0.0716717	0.11909191	0.34486136	0.10642773	0.15324296	0.077725925
a39	0.049747366	0.058361165	0.055195108	0.053933192	0.24035755	0.42318532	0.0863319	0.03288843
a41	0.15652776	0.16561429	0.10911158	0.09521975	0.13172303	0.050894815	0.04890263	0.24200615
a39	0.14537182	0.14812368	0.047844525	0.04985173	0.18952352	0.051688198	0.18123686	0.18635958
a20	0.08686531	0.08524671	0.0468593	0.066239744	0.33654195	0.07325428	0.19576305	0.1092297
a0	0.06476941	0.05995062	0.040602937	0.11719243	0.317954	0.08899674	0.20870933	0.1018245
a31	0.049145672	0.029764406	0.023493791	0.075640045	0.19835563	0.09029733	0.36644456	0.16685863
a13	0.07595075	0.06748934	0.016959786	0.017568883	0.038165197	0.034624632	0.3047019	0.4445396
a17	0.022781331	0.012499799	0.0050188843	0.0047203097	0.025842771	0.012184569	0.29023188	0.6267204
a31	0.02644994	0.01596684	0.005368575	0.008096418	0.070527546	0.01715249	0.3954871	0.46095103
a3	0.024393277	0.07467314	0.010057349	0.0055975066	0.02333896	0.019366138	0.060545795	0.7820278
a46	0.0016450817	0.0054987976	0.00079313695	0.0009748809	0.006230024	0.010208614	0.10492799	0.8697214
</S>	0.0017349664	0.0047162403	0.0003957923	0.0006419746	0.008022209	0.015861351	0.09187814	0.87674934
