 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.23623145	0.12139569	0.122486465	0.16105591	0.07194935	0.10264752	0.18423358
a31	0.28970954	0.29523844	0.27818465	0.06875444	0.017540053	0.022761269	0.027811585
a37	0.28481445	0.2826599	0.27600268	0.10776961	0.026133176	0.011246437	0.011373775
a31	0.3147715	0.270947	0.22101083	0.104778826	0.036223937	0.014256285	0.03801163
a7	0.27029097	0.25936368	0.2519577	0.15155953	0.038310595	0.008060037	0.020457454
a31	0.17111377	0.18380325	0.17652868	0.18454513	0.1052688	0.07518304	0.1035573
a44	0.38024098	0.23919202	0.23835732	0.07925528	0.015920771	0.015161106	0.031872585
a31	0.17635542	0.14976262	0.1641134	0.16001973	0.015231976	0.12065771	0.21385917
a7	0.43194216	0.18535063	0.17651553	0.06983265	0.021382157	0.02374106	0.09123579
a3	0.10513638	0.12768544	0.122357406	0.08710699	0.0089461375	0.1927201	0.35604757
a20	0.084102795	0.14360471	0.12116933	0.08784394	0.03028489	0.30009928	0.23289509
a31	0.11763632	0.20892365	0.1630553	0.10497796	0.10912705	0.19196296	0.10431666
a0	0.19055279	0.06554614	0.060337074	0.035262648	0.013922774	0.12303623	0.5113424
a31	0.05045252	0.08275608	0.07928498	0.02959622	0.020529747	0.23630026	0.5010802
a8	0.053925045	0.010555051	0.008828875	0.009408264	0.01712502	0.31464753	0.58551025
</S>	0.02181691	0.018891811	0.017559782	0.0048070895	0.040808532	0.3238505	0.5722653
