 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.118315056	0.13575877	0.024260031	0.025790999	0.069464475	0.13299476	0.4934159
a31	0.44884837	0.1502538	0.06110048	0.062096536	0.085077986	0.11620852	0.07641426
a7	0.4748477	0.22517413	0.043681275	0.04756906	0.06980744	0.081854984	0.057065345
a31	0.52194023	0.3566715	0.045500956	0.031525157	0.01805212	0.015916832	0.010393185
a7	0.3298662	0.3045913	0.12414599	0.065991715	0.01889418	0.048896316	0.10761422
a3	0.124837995	0.120427944	0.117006555	0.13500996	0.025073942	0.21883255	0.2588111
a31	0.12625436	0.12064574	0.06360772	0.06402563	0.011386113	0.119327374	0.4947531
a8	0.08115398	0.06539212	0.027538272	0.039098755	0.062639706	0.3458361	0.37834108
a31	0.060848244	0.05712327	0.041762155	0.027404593	0.023150468	0.22349064	0.5662206
a8	0.053610545	0.036352787	0.02344401	0.03173717	0.07386529	0.428072	0.35291815
a20	0.04294714	0.050677396	0.05860792	0.02358652	0.05028226	0.32544634	0.44845244
a31	0.04235104	0.037404742	0.02779836	0.0286298	0.054634184	0.3520366	0.4571453
a20	0.055790037	0.05191591	0.04826256	0.02674483	0.107296206	0.344663	0.3653275
a31	0.022480857	0.045026958	0.04872307	0.016046986	0.10724645	0.24681394	0.51366174
a28	0.040667653	0.058554903	0.042828485	0.03538741	0.10601242	0.3183362	0.3982129
a11	0.022453593	0.037516527	0.0485857	0.02554928	0.1482135	0.22687781	0.49080354
a20	0.0187843	0.037493024	0.048342817	0.03352454	0.21580112	0.26760948	0.37844473
a24	0.026271204	0.045310948	0.08152059	0.05809289	0.24830012	0.32204893	0.21845536
a8	0.024623377	0.029638639	0.03672119	0.024054209	0.24501795	0.40894857	0.23099607
a31	0.013580833	0.0099287955	0.012941937	0.03977177	0.29245895	0.30587885	0.32543886
a20	0.008035583	0.017035902	0.018470965	0.028827196	0.082882516	0.31186	0.5328878
a31	0.0056637973	0.011047158	0.015935618	0.019917747	0.17895304	0.41171026	0.35677245
a18	0.011194429	0.015607716	0.012681155	0.017788492	0.13500774	0.27183428	0.53588617
a31	0.011764157	0.012076742	0.020611906	0.03543525	0.17663169	0.30874404	0.4347362
a8	0.012905011	0.018615445	0.010353284	0.021836862	0.1926974	0.28869087	0.45490113
</S>	0.0042344513	0.008659436	0.021137776	0.05591202	0.18969215	0.35637176	0.36399242
