 	io	voglio	che	Maria	venga	qui	</S>
a31	0.2220372	0.11641507	0.1324016	0.08084741	0.083306044	0.13797957	0.22701314
a39	0.1614573	0.15156768	0.17870119	0.20528804	0.1120592	0.10734016	0.083586395
a31	0.22392514	0.2541944	0.21637075	0.16732734	0.041006867	0.042954747	0.054220777
a37	0.16380179	0.19669256	0.17217475	0.101615444	0.1314627	0.110156484	0.1240963
a31	0.11787905	0.12965812	0.1317426	0.11219768	0.09779972	0.20862351	0.20209932
a11	0.09216429	0.121268734	0.29459906	0.21040706	0.07436957	0.06457962	0.14261173
a20	0.06766114	0.09364429	0.11537923	0.13410437	0.11585878	0.22670458	0.2466476
a4	0.055336706	0.07224743	0.0953405	0.11833468	0.07321714	0.2662368	0.3192867
a24	0.06771121	0.09057715	0.10668465	0.054846887	0.04575263	0.2271266	0.4073009
a31	0.08793935	0.12203099	0.23760968	0.1281506	0.021828307	0.09124788	0.3111932
a11	0.07220477	0.103598416	0.066660136	0.057010584	0.018226903	0.15340517	0.52889407
a24	0.031989668	0.045514204	0.027536083	0.028328856	0.043811142	0.520074	0.302746
a31	0.05644044	0.07849968	0.048350487	0.04683378	0.06453113	0.39892235	0.3064221
a46	0.017664691	0.021411134	0.02248273	0.019421484	0.00859795	0.06412507	0.84629697
a8	0.004944481	0.007286018	0.00715463	0.01236797	0.01135417	0.30617392	0.65071875
</S>	0.014432677	0.018469878	0.0084979655	0.010716102	0.057597455	0.44995037	0.44033557
