 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.18846448	0.11927339	0.12834749	0.06347775	0.056199495	0.05207783	0.026395608	0.015771085	0.015474307	0.024184873	0.059429485	0.25090423
a20	0.06436514	0.0714547	0.051232282	0.04989725	0.07350469	0.06226512	0.04661269	0.06899405	0.12206099	0.05262749	0.1744449	0.16254075
a37	0.122179	0.093069404	0.102172345	0.08321113	0.07803326	0.027264338	0.023375733	0.0843547	0.09709796	0.048392765	0.17192	0.0689294
a24	0.071223155	0.053911857	0.066697255	0.09708704	0.13320075	0.01628967	0.019103039	0.03934539	0.09011702	0.029536845	0.26293588	0.12055208
a31	0.026553983	0.025560094	0.03718687	0.10676637	0.118820935	0.0235056	0.023958007	0.03167389	0.055997506	0.016812773	0.3734358	0.15972807
a39	0.029270027	0.03658444	0.11891841	0.09941254	0.0775728	0.028841961	0.071726896	0.100810535	0.033939987	0.06692744	0.124816984	0.21117795
a31	0.018844964	0.021343587	0.06937883	0.080057755	0.06726967	0.018745014	0.089142606	0.04266342	0.026320733	0.056259576	0.17286849	0.33710536
a24	0.043003958	0.046571866	0.11439021	0.036823325	0.062283784	0.044699363	0.023489885	0.04654032	0.0751715	0.041018512	0.07071614	0.39529112
a31	0.035939403	0.04052894	0.12109315	0.03883488	0.03510345	0.03535039	0.021359857	0.06623478	0.04913211	0.087361336	0.09681301	0.37224862
a28	0.017511379	0.024503294	0.045724023	0.024567071	0.05456019	0.032808855	0.021981511	0.028743945	0.06634253	0.02855713	0.12382132	0.5308787
a24	0.014558534	0.031069964	0.044482887	0.011980074	0.018295031	0.021526564	0.01692671	0.06528862	0.0674351	0.20280172	0.27362913	0.23200564
a8	0.028076066	0.030806638	0.05665787	0.029057944	0.042723235	0.04088789	0.014933901	0.020150485	0.067274764	0.06362023	0.14340489	0.4624061
a31	0.027393926	0.025305001	0.053661037	0.025543608	0.03061182	0.019453177	0.017379541	0.017993512	0.037530717	0.023796441	0.23541974	0.4859115
a46	0.00552871	0.009071681	0.017794052	0.015325848	0.016552476	0.022474106	0.03536064	0.021236826	0.012369151	0.046982817	0.25614566	0.5411581
a8	0.0051383297	0.0077530053	0.008843976	0.0063097496	0.010693818	0.010620714	0.02144652	0.022601314	0.016707933	0.11411291	0.32446316	0.45130858
a28	0.004476069	0.0069131423	0.0048422385	0.0033147181	0.004453071	0.00937613	0.01794405	0.02954534	0.09806751	0.31884542	0.31527025	0.18695207
a31	0.0023931172	0.005545274	0.00582252	0.0035812901	0.008990575	0.019923868	0.028468361	0.05210113	0.12780091	0.16223533	0.3429377	0.24019992
a39	0.015507627	0.01581706	0.010366892	0.0050395457	0.009587611	0.013927762	0.03152454	0.034762505	0.031860292	0.10051178	0.30490917	0.42618528
a33	0.0069288355	0.007718483	0.0044808267	0.0020820329	0.006154031	0.016663734	0.02741969	0.04264907	0.19001836	0.14025725	0.2838268	0.27180082
a31	0.0013053557	0.0016897761	0.0015308863	0.00063993275	0.0039342386	0.0089270165	0.028097138	0.072969005	0.3119735	0.20412865	0.1886272	0.17617725
a24	0.02504935	0.028746618	0.027185485	0.00574125	0.010080946	0.017954279	0.026076723	0.038668133	0.054877587	0.13862985	0.27557114	0.3514186
a37	0.016805252	0.013893459	0.016577154	0.003487185	0.008316131	0.030004729	0.030279621	0.07051386	0.12345202	0.18955699	0.29093722	0.20617646
a14	0.003555207	0.0048162886	0.0032361068	0.00067453785	0.0026311032	0.010401063	0.030756664	0.120085716	0.41508314	0.22265643	0.08869887	0.09740485
a20	0.0036417227	0.0036569454	0.0039052062	0.001068124	0.003347649	0.008239218	0.024867458	0.14631554	0.36321065	0.27998936	0.08471403	0.0770441
a28	0.0048414296	0.009150154	0.0064186696	0.0017219069	0.005289259	0.008013843	0.021962538	0.13448772	0.2991838	0.26779512	0.12476017	0.11637539
a5	0.005049581	0.012702244	0.006808178	0.001706057	0.005035271	0.00862188	0.01960574	0.11477167	0.27236804	0.25578818	0.15609181	0.14145139
a17	0.013980454	0.017000565	0.0100902	0.0024984977	0.00582015	0.012245532	0.018568663	0.07433957	0.13581552	0.16290964	0.21633817	0.3303931
