 	non	sono	ancora	vestita	</S>
a31	0.3858117	0.18884008	0.122439995	0.10065831	0.20224994
a23	0.2842498	0.2108262	0.054772746	0.2712043	0.17894697
a31	0.67482626	0.14090668	0.041234456	0.09507706	0.04795555
a7	0.41854188	0.29063037	0.0485805	0.18332198	0.058925226
a31	0.48398727	0.3546081	0.024372172	0.058798186	0.078234255
a13	0.50548863	0.2366484	0.13077866	0.07095133	0.05613295
a31	0.42609727	0.21278124	0.037675012	0.048593674	0.2748528
a37	0.52417946	0.08283461	0.07949032	0.12648782	0.18700786
a18	0.18739456	0.10079019	0.039118864	0.049636837	0.6230596
a31	0.21402526	0.08858805	0.00911945	0.10008494	0.5881823
a46	0.13955486	0.04647494	0.14384824	0.118108965	0.552013
a8	0.059808765	0.049904943	0.047396764	0.14957975	0.69330984
</S>	0.072705925	0.016343022	0.022721188	0.20026019	0.6879696
