 	avete	cucinato	le	verdure	</S>
a29	0.19970496	0.3151452	0.20457579	0.09807337	0.18250063
a38	0.276591	0.47714695	0.12477727	0.06060356	0.060881242
a31	0.37968427	0.38062686	0.099383995	0.09980423	0.040500663
a11	0.38583156	0.31855592	0.15239133	0.069499575	0.0737216
a37	0.29797414	0.29992685	0.21744217	0.08631812	0.098338686
a11	0.19173607	0.19518487	0.20943365	0.14202957	0.2616159
a31	0.12837377	0.1309782	0.22366889	0.19552639	0.3214527
a20	0.11652631	0.20767243	0.17036946	0.3250856	0.18034616
a31	0.057343263	0.120917715	0.13673097	0.45806807	0.22693996
a39	0.016463194	0.10131997	0.03917123	0.2445347	0.5985109
a13	0.015810477	0.039839223	0.08703005	0.45421302	0.40310726
a18	0.011149043	0.03442792	0.055720225	0.73976874	0.15893395
a39	0.013403191	0.036427826	0.030304981	0.7371039	0.18276012
a31	0.019029371	0.041955274	0.051667284	0.52779496	0.35955322
a46	0.0019181232	0.0062483796	0.033006713	0.0622722	0.89655465
</S>	0.001646105	0.003902539	0.027162705	0.28678405	0.6805046
