 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.1897592	0.17061308	0.09867245	0.08929689	0.087856784	0.06297987	0.046687685	0.07243349	0.1817006
a29	0.08740639	0.33380988	0.07726525	0.07403116	0.08353677	0.07552799	0.17559999	0.047247514	0.045575008
a31	0.20898803	0.16100334	0.17927118	0.1354017	0.11324465	0.09172994	0.050167523	0.034895442	0.02529831
a20	0.16518937	0.1438165	0.1492252	0.15553172	0.10257886	0.06973559	0.115051284	0.052109618	0.046761896
a31	0.07750104	0.078256525	0.0799861	0.11636563	0.086130306	0.07913806	0.083797775	0.15444271	0.24438189
a28	0.083089314	0.11807498	0.07155616	0.10641333	0.13284375	0.056938574	0.08996636	0.1606922	0.1804253
a3	0.035839044	0.0395153	0.040049713	0.084936254	0.054786798	0.042610016	0.070540585	0.19667998	0.43504232
a35	0.043452214	0.049124025	0.041043993	0.05336292	0.05606917	0.057457235	0.06428052	0.19173281	0.44347715
a31	0.07727536	0.08509992	0.064981125	0.04330268	0.053729903	0.051298644	0.050965335	0.1655756	0.4077714
a20	0.048121996	0.10923557	0.04401928	0.043210454	0.037418406	0.014129202	0.14664206	0.24818352	0.3090395
a31	0.015348595	0.045650415	0.02070544	0.03443626	0.028878562	0.011289424	0.11869297	0.22450323	0.5004951
a28	0.011017698	0.0922574	0.02587736	0.037111335	0.034407765	0.014949355	0.20258322	0.12949125	0.45230463
a13	0.0041307434	0.04126536	0.013642333	0.03810882	0.05498	0.03272586	0.18615587	0.21665876	0.4123323
a41	0.005879597	0.03112826	0.015589083	0.046139177	0.06418463	0.028277596	0.18823616	0.23293667	0.38762882
a28	0.007524193	0.024911446	0.018375197	0.03568913	0.054890383	0.022636436	0.12846547	0.3570891	0.35041866
a31	0.010322943	0.0272997	0.02238778	0.024998195	0.028124226	0.015788877	0.20105083	0.33781216	0.3322153
a20	0.0092052	0.080518655	0.010120922	0.021053988	0.024410788	0.031310022	0.18046694	0.21580943	0.427104
a31	0.0030722518	0.0358897	0.007126113	0.017401937	0.022263393	0.03367166	0.21920906	0.3269469	0.33441898
a24	0.0123333875	0.05279927	0.0151510555	0.026825588	0.030220175	0.043419603	0.095226906	0.2582203	0.46580377
a46	0.004632229	0.031057443	0.011657042	0.019596951	0.018414421	0.04185657	0.07489499	0.23310415	0.5647862
</S>	0.0011037656	0.023475707	0.0052506793	0.005116892	0.00592651	0.01777608	0.15214165	0.3012066	0.48800218
