 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.04992737	0.22235046	0.25851834	0.21848238	0.08478497	0.07059264	0.095343836
a39	0.1345071	0.12731767	0.1627826	0.17232633	0.14023207	0.09875693	0.16407728
a31	0.42549494	0.37977818	0.06677152	0.036103595	0.016867165	0.026121665	0.048862956
a0	0.46556407	0.33878666	0.061282806	0.028575754	0.028094327	0.03216112	0.045535333
a31	0.26334724	0.23930012	0.10632128	0.072019	0.028016102	0.10663689	0.18435937
a13	0.58610827	0.13396433	0.06490692	0.03739926	0.046066802	0.07568018	0.05587421
a31	0.38889897	0.1689546	0.05557197	0.044671714	0.027114855	0.07998976	0.23479806
a37	0.39850616	0.15624185	0.08170319	0.058043353	0.08947694	0.11980648	0.09622202
a31	0.34861022	0.11125568	0.04776778	0.038610116	0.025525898	0.09625076	0.33197948
a11	0.18116441	0.12925607	0.07904461	0.067211	0.11201024	0.24025129	0.19106229
a39	0.28974444	0.06624276	0.04097154	0.026554165	0.02632389	0.1379676	0.41219553
a0	0.16186307	0.084708326	0.023306103	0.019167276	0.018405814	0.1042133	0.5883361
a41	0.26486716	0.19774754	0.031834878	0.031960573	0.019691836	0.09117615	0.36272183
a0	0.22546203	0.11673998	0.02588816	0.047290426	0.040657636	0.14504156	0.39892015
a20	0.17994782	0.08208614	0.027247058	0.059886217	0.04515515	0.21207806	0.39359957
a31	0.11970497	0.039201893	0.024090735	0.055672668	0.047789685	0.25723347	0.45630658
a30	0.023444397	0.009539562	0.008892723	0.008939418	0.04615381	0.24006717	0.6629629
a41	0.032888405	0.007481848	0.0057742335	0.0066578574	0.06248439	0.26358172	0.62113154
a31	0.026577137	0.00681602	0.0065033333	0.010726643	0.08634508	0.2697703	0.59326154
</S>	0.0030950243	0.0045506908	0.007277103	0.005765038	0.04332428	0.11047283	0.82551503
