 	non	ho	cosa	è	da	mangiare	</S>
a31	0.13490294	0.11145338	0.11585675	0.307342	0.11935237	0.08802173	0.123070806
a8	0.063768364	0.072769806	0.19717187	0.43808952	0.14617525	0.049049087	0.03297607
a31	0.130012	0.2129483	0.23477489	0.20560391	0.08422254	0.07718044	0.055257827
a37	0.16334209	0.19923246	0.19143875	0.14198203	0.09348377	0.09669267	0.11382828
a20	0.18486372	0.2049405	0.19944206	0.17040594	0.07276838	0.1084798	0.05909964
a31	0.17798989	0.15777129	0.11381748	0.11625322	0.09543143	0.20626217	0.13247451
a17	0.08644051	0.16721642	0.15126699	0.13071771	0.052087378	0.2538751	0.15839592
a20	0.04790015	0.09036687	0.113623746	0.14128505	0.07738347	0.20760384	0.3218369
a31	0.044852894	0.064409785	0.044104956	0.059106555	0.06523053	0.48438862	0.23790665
a39	0.046485778	0.06301049	0.059114918	0.09184602	0.019470133	0.105149165	0.6149235
a35	0.0077430652	0.018590832	0.019025763	0.036046058	0.020062553	0.1863263	0.71220547
a39	0.009459546	0.0289242	0.02656335	0.031082531	0.013317681	0.48787382	0.40277892
a46	0.005344538	0.0073813195	0.012393517	0.028269382	0.04177559	0.3601595	0.5446762
a35	0.017499734	0.020320112	0.0281003	0.08604865	0.10500972	0.33120564	0.41181588
a31	0.021126416	0.023601841	0.024290068	0.21212216	0.12437024	0.18441418	0.41007507
</S>	0.0046756933	0.006985977	0.0071546836	0.026835406	0.04742796	0.149757	0.75716335
