 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.09923038	0.07924976	0.20628338	0.05802509	0.17381294	0.105964035	0.2774344
a31	0.2033241	0.23638107	0.093740314	0.058904532	0.088653214	0.10172255	0.21727422
a29	0.21336846	0.33874583	0.10076395	0.041496713	0.05761055	0.07132986	0.17668459
a24	0.2698495	0.2657876	0.20577748	0.010062227	0.016693858	0.13537368	0.09645567
a18	0.27985138	0.2791835	0.14511536	0.0074657155	0.00531776	0.12927848	0.15378776
a31	0.16752733	0.17602763	0.16370447	0.0103352815	0.00356391	0.19165029	0.28719103
a13	0.21915956	0.35946953	0.12895997	0.015873255	0.01643466	0.038479343	0.2216237
a11	0.07423896	0.10466748	0.07503431	0.0073067173	0.0071450816	0.12411566	0.60749185
a8	0.052623402	0.06441465	0.052224778	0.0017382262	0.0075786533	0.14633706	0.6750832
a31	0.11515465	0.1309931	0.10628786	0.004081089	0.0092635425	0.11978646	0.51443326
a24	0.16888551	0.2610004	0.054015696	0.020168688	0.05306237	0.09414488	0.34872246
a31	0.04902545	0.083961956	0.024836646	0.004590377	0.0883863	0.10808305	0.6411162
a39	0.06290583	0.084594004	0.043624863	0.027157286	0.056869056	0.10663417	0.6182148
a20	0.024734491	0.042871825	0.016804162	0.009021111	0.07068195	0.2381209	0.59776556
a31	0.042964824	0.063681856	0.020908235	0.007992466	0.07865917	0.10465951	0.68113387
a20	0.017747734	0.018087806	0.016408859	0.04137675	0.083749235	0.16695164	0.655678
a31	0.013007635	0.024237357	0.009452005	0.014648304	0.091930315	0.3155192	0.53120524
a46	0.008548636	0.01405236	0.030320248	0.113886006	0.18228608	0.14939262	0.5015141
a31	0.007614889	0.010779401	0.007862815	0.041578017	0.16997243	0.29972413	0.46246824
a23	0.0151606565	0.020753212	0.05393762	0.1386561	0.23408136	0.12733956	0.41007146
a31	0.004281554	0.008361723	0.014940835	0.071966834	0.35775992	0.2687849	0.27390423
a46	0.013659071	0.019050915	0.036685616	0.123371355	0.18819928	0.19794048	0.42109323
a8	0.0039025457	0.004913606	0.010998242	0.068613775	0.29632702	0.18980794	0.4254368
a31	0.0055023334	0.010366628	0.022127548	0.17383765	0.2897623	0.22217348	0.2762301
a38	0.0073309694	0.0105679985	0.018920233	0.074551985	0.23442994	0.25648186	0.39771703
a20	0.0045903535	0.0044008805	0.010245844	0.07365012	0.31620443	0.18392502	0.40698332
a31	0.0026262992	0.013383326	0.030506771	0.19802073	0.15174754	0.24743411	0.35628125
a20	0.010204974	0.015471912	0.023651406	0.062222756	0.21612075	0.26549873	0.4068295
a31	0.0027962206	0.0068197497	0.017511757	0.22705364	0.22934042	0.17724033	0.33923787
</S>	0.01756318	0.022520406	0.030409804	0.0657528	0.16826147	0.2845988	0.4108935
