 	l	ho	sentito	che	viene	</S>
a34	0.35200486	0.4075017	0.14461572	0.05725694	0.017364727	0.021256173
a46	0.021225004	0.01513991	0.0058625536	0.015638012	0.19057956	0.7515549
a41	0.054484397	0.03262209	0.055087674	0.10607398	0.24232128	0.50941056
a19	0.06498566	0.03704772	0.092679605	0.10788898	0.24546812	0.45192996
a31	0.036871936	0.058848843	0.06839718	0.06107329	0.283174	0.49163473
a20	0.10469179	0.0521985	0.019624364	0.057460777	0.26904845	0.49697617
a31	0.015761064	0.007868346	0.006905005	0.011409922	0.122059375	0.83599627
a24	0.04072193	0.044565074	0.032468744	0.13800444	0.2818155	0.4624243
a31	0.014930166	0.0074308203	0.011872736	0.036775716	0.16723703	0.7617535
a23	0.013759244	0.018673321	0.019973053	0.20950718	0.26729357	0.4707936
a20	0.009193586	0.031079782	0.062300835	0.5129003	0.19050711	0.19401836
</S>	0.043897282	0.045341685	0.030614262	0.13697042	0.24847504	0.49470127
