 	non	mi	aspetti	non	vengo	</S>
a33	0.10411828	0.21069749	0.4332206	0.11493597	0.0376613	0.09936636
a31	0.23686893	0.34427	0.15179673	0.13010353	0.0818475	0.055113364
a37	0.35033822	0.28066692	0.11760561	0.07879447	0.100930005	0.071664676
a35	0.24422085	0.24199598	0.23066053	0.11662293	0.07566584	0.0908338
a31	0.23088089	0.22666983	0.19091606	0.091029674	0.11526622	0.14523728
a7	0.120049424	0.11681501	0.10274697	0.12509415	0.39407897	0.14121546
a18	0.035917103	0.07165956	0.06700358	0.06714141	0.35538608	0.40289232
a24	0.03399032	0.0900772	0.096203536	0.08911214	0.36418128	0.3264355
a31	0.02875751	0.09473968	0.12110133	0.12601669	0.3325886	0.2967962
a20	0.011567176	0.064371906	0.14056884	0.3647828	0.11549792	0.30321133
a8	0.024411606	0.035479	0.057722755	0.20951247	0.27599278	0.39688137
a31	0.0037276123	0.0073566954	0.008829162	0.08196314	0.5102567	0.38786665
</S>	0.003490043	0.017782079	0.032314308	0.13529116	0.16337542	0.647747
