 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.23591933	0.19040634	0.08312304	0.079404116	0.07121813	0.06672738	0.019985514	0.04518005	0.067638956	0.14039715
a20	0.2607526	0.079704285	0.11334367	0.12061514	0.061065394	0.08909467	0.101523474	0.034889363	0.060518485	0.078492925
a31	0.13132791	0.12244549	0.13198835	0.121981755	0.16370726	0.16143028	0.06810783	0.017832266	0.055394765	0.025784064
a29	0.12391103	0.11818343	0.12530874	0.11933566	0.14203517	0.16819273	0.07808707	0.029925229	0.033954877	0.061066005
a15	0.04959629	0.049517926	0.050911684	0.050455604	0.08049236	0.06784529	0.06930547	0.014866553	0.06915453	0.4978543
a31	0.087912895	0.08744146	0.088009655	0.08783438	0.09313473	0.08947537	0.07703731	0.020230314	0.13635275	0.23257108
a18	0.098566905	0.08887419	0.10076985	0.10086802	0.17541601	0.13389099	0.1142834	0.038333114	0.02142207	0.12757541
a46	0.048160635	0.047963183	0.05090204	0.05148865	0.1212499	0.06697721	0.065893106	0.019225078	0.083778806	0.44436148
a31	0.07758693	0.07533639	0.077754594	0.07792221	0.094538026	0.08075319	0.07494301	0.015502539	0.15068622	0.2749769
a37	0.09004561	0.049296603	0.09821476	0.10828638	0.122586794	0.14874287	0.11640195	0.042674467	0.034675095	0.18907546
a31	0.041100148	0.041731637	0.052670367	0.05613421	0.16865492	0.09910783	0.07801985	0.04672094	0.08716243	0.32869774
a41	0.0697148	0.02608857	0.06734361	0.0757043	0.087063916	0.14556237	0.101903364	0.06300568	0.08706796	0.2765454
a31	0.029669303	0.024752645	0.05753177	0.060259707	0.14675944	0.18671608	0.15043144	0.05295593	0.103398435	0.18752523
a3	0.034741387	0.020909265	0.03451783	0.031168465	0.112204805	0.14284234	0.04202095	0.08957185	0.19678266	0.29524046
a31	0.013340347	0.014515535	0.06331524	0.07035146	0.08468399	0.27721432	0.088161826	0.043192327	0.13061829	0.21460672
a23	0.008582338	0.011490001	0.016037362	0.010860348	0.07779695	0.061616078	0.022570195	0.09730814	0.3551564	0.33858216
a29	0.0023191515	0.011396479	0.049241714	0.033857338	0.061367225	0.09572473	0.042877387	0.16522475	0.3365675	0.20142369
a46	0.001752051	0.0048678713	0.0199236	0.021999042	0.030803699	0.036872637	0.04055575	0.20518917	0.44314972	0.19488646
a23	0.0018487144	0.002081407	0.009329519	0.01061569	0.026649129	0.018655246	0.031644713	0.180579	0.459752	0.25884458
</S>	0.0023161347	0.0013786793	0.0026751312	0.0047471044	0.017447399	0.013571917	0.042004596	0.08921693	0.3154112	0.5112309
