 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.16335472	0.08285181	0.11573452	0.12587951	0.09606316	0.14673883	0.10243928	0.16693817
a46	0.20302714	0.4416418	0.13716525	0.07500581	0.022411538	0.06722934	0.02885541	0.0246637
a39	0.23678765	0.33505026	0.17421357	0.16813569	0.023470173	0.038370773	0.0151697835	0.008802133
a31	0.1710817	0.17315535	0.17099492	0.14128992	0.08372669	0.18206856	0.058745343	0.018937556
a20	0.101457186	0.0945989	0.11119019	0.089015506	0.102262504	0.1975493	0.17299561	0.13093077
a31	0.05216184	0.05141751	0.053436052	0.050853133	0.049902953	0.47096342	0.23474717	0.03651791
a15	0.22760077	0.14494942	0.20756821	0.09499713	0.19260825	0.038121633	0.04008795	0.05406655
a11	0.13622455	0.12476953	0.14496629	0.11869561	0.13652687	0.14010459	0.120481916	0.078230664
a31	0.11082599	0.10316641	0.121788524	0.09813953	0.113861695	0.20782584	0.18152584	0.06286617
a46	0.3381813	0.16182181	0.16597238	0.10095389	0.13958444	0.023770357	0.025024706	0.044691164
a31	0.17795679	0.11729044	0.14369655	0.10195393	0.11808626	0.09316653	0.09826637	0.14958315
a46	0.5505829	0.15698124	0.062848456	0.03671101	0.031634998	0.018893568	0.0235794	0.118768476
a31	0.45876956	0.10864975	0.06080493	0.042812336	0.028337302	0.03680414	0.048359275	0.21546265
a15	0.5568715	0.10013528	0.032354645	0.010609373	0.010160744	0.0142366355	0.01922704	0.2564048
a31	0.5092873	0.12134236	0.038841415	0.016038597	0.013236594	0.0189918	0.033270895	0.24899098
a20	0.45025745	0.071870364	0.05322915	0.0067598545	0.010487977	0.0134047335	0.019526334	0.37446406
a18	0.42002818	0.14601205	0.076603785	0.011384379	0.0116492985	0.014309545	0.03284252	0.28717026
a46	0.29823393	0.1300211	0.03802389	0.015645843	0.0075603086	0.03374017	0.055151466	0.42162326
a31	0.33304763	0.1341962	0.07361109	0.035228975	0.014568098	0.11408284	0.17459847	0.12066671
a15	0.33115357	0.05292828	0.045670986	0.004772629	0.014694835	0.02139789	0.03439766	0.4949841
a31	0.2524631	0.083404556	0.034615297	0.0031699939	0.0040005823	0.02653036	0.04496427	0.5508519
a37	0.2740446	0.049944278	0.09578541	0.01642773	0.034811404	0.046137325	0.10803672	0.37481248
a35	0.14054427	0.041035194	0.02878504	0.0024501404	0.008334943	0.019002113	0.04441467	0.7154336
a31	0.1514276	0.024042845	0.012464491	0.007905787	0.029563658	0.16679803	0.058147218	0.5496503
a46	0.06555327	0.021147206	0.07852785	0.010067934	0.03041769	0.0344844	0.117571354	0.64223033
a31	0.025525551	0.008940234	0.02419152	0.009080918	0.032128207	0.08675518	0.09034467	0.72303385
a11	0.07718602	0.056888316	0.124362774	0.054438494	0.12493807	0.0575385	0.115342915	0.38930497
a31	0.053085588	0.015282104	0.03496478	0.023138614	0.047709163	0.14454506	0.10876262	0.57251203
a46	0.05140474	0.045467135	0.12109389	0.08001153	0.17304298	0.053933106	0.11837096	0.35667562
a20	0.04473458	0.010689048	0.043660525	0.036601853	0.057255384	0.2057057	0.1421083	0.4592446
</S>	0.09221637	0.015149567	0.020106645	0.013290993	0.06935409	0.07338418	0.07319803	0.64330006
