 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.28018895	0.14084052	0.2162614	0.08858566	0.091305055	0.18281838
a31	0.34688708	0.37635782	0.22142921	0.033614315	0.012178572	0.00953296
a24	0.31353122	0.3786307	0.19022311	0.06658606	0.033505358	0.017523462
a37	0.37436873	0.3617518	0.14551304	0.053285327	0.02291864	0.042162504
a14	0.25525355	0.25579727	0.22934833	0.08283368	0.045284666	0.13148247
a29	0.2108004	0.21451227	0.2138063	0.15359001	0.06865548	0.13863544
a0	0.12615204	0.13704738	0.13138194	0.11061084	0.22136201	0.27344576
a29	0.11259089	0.12526241	0.116788514	0.14935206	0.27948952	0.2165166
a20	0.11420582	0.119010836	0.11562934	0.17452584	0.3005293	0.17609893
a31	0.09320304	0.093332626	0.093903765	0.1727475	0.33948907	0.20732401
a24	0.1636984	0.09116087	0.08613284	0.030169532	0.13922814	0.4896102
a46	0.03397708	0.055511463	0.053325348	0.031182794	0.41021	0.4157933
a31	0.06745504	0.07797983	0.07807736	0.118642084	0.37784895	0.27999675
a0	0.2516712	0.08025051	0.04560446	0.01697669	0.06546249	0.5400346
a20	0.028334597	0.014869469	0.014428838	0.041227616	0.41875848	0.48238102
a31	0.010756015	0.01506211	0.021635147	0.04806764	0.4247046	0.47977442
a46	0.059247065	0.01186148	0.0070281057	0.011071419	0.122671485	0.7881205
</S>	0.025988985	0.00971906	0.0071040825	0.019778479	0.2305383	0.7068711
