 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.13197367	0.095757894	0.09404077	0.09567478	0.116034865	0.16082485	0.119733594	0.03270959	0.044671886	0.10857812
a24	0.11854436	0.085728794	0.1199043	0.08912228	0.108426996	0.103355736	0.109750144	0.059510272	0.15465423	0.051002864
a16	0.18262428	0.03112277	0.06646869	0.048073027	0.050593026	0.05235541	0.054044437	0.050183646	0.35756123	0.106973514
a28	0.05518097	0.034811337	0.038912844	0.014950133	0.014180777	0.025573699	0.028404335	0.032327242	0.67239183	0.08326684
a31	0.070407666	0.0527069	0.053540144	0.024718028	0.023183646	0.08022131	0.07495484	0.04651594	0.42509848	0.14865305
a37	0.029222319	0.018405458	0.019227324	0.00733325	0.007678051	0.008498569	0.008869083	0.118519835	0.5816271	0.20061901
a24	0.02373217	0.017722787	0.020830013	0.007273877	0.0066154157	0.013629	0.015229876	0.11161623	0.67733526	0.10601542
a46	0.025476867	0.02220703	0.022868935	0.008473296	0.0073462627	0.01947011	0.021053163	0.111895576	0.6770154	0.0841933
a31	0.028349351	0.025937853	0.024340328	0.008859602	0.01006638	0.03532783	0.03796094	0.20002502	0.44371623	0.18541647
a10	0.04725732	0.017088164	0.017354649	0.006975605	0.014193513	0.017631505	0.023325715	0.07706408	0.20136108	0.5777484
a11	0.008723567	0.004297001	0.005499786	0.001990604	0.0029181663	0.0063252	0.010559033	0.1120924	0.3309482	0.516646
a31	0.0075801252	0.0052739074	0.0048125996	0.0020972204	0.002710443	0.009000439	0.011636944	0.11212166	0.41037136	0.43439528
a0	0.11878679	0.008837029	0.029926727	0.009186721	0.020819604	0.026871419	0.039328534	0.042373475	0.117506236	0.5863635
a31	0.020288974	0.0027252866	0.005803848	0.0031826827	0.0050201896	0.017984383	0.027065536	0.12425315	0.22540571	0.5682702
a39	0.05808656	0.009280681	0.010068038	0.00766945	0.02632213	0.01881431	0.020839684	0.04743191	0.11341293	0.6880744
a29	0.04182711	0.005312531	0.012998401	0.0053781066	0.021606883	0.031741735	0.03322798	0.05693659	0.30306235	0.48790827
a41	0.006949467	0.00094764336	0.0035122612	0.007283386	0.007452907	0.047077946	0.034455698	0.075076744	0.25645033	0.56079364
a35	0.0046410253	0.0004769213	0.0015123932	0.003382714	0.011683012	0.046371125	0.040508196	0.07686971	0.16657744	0.6479774
a20	0.0033513312	0.0007924831	0.0051191826	0.015797189	0.066781685	0.14574866	0.15221964	0.20351376	0.20953692	0.19713922
a31	0.006133941	0.0013279108	0.003041989	0.0035558094	0.036933195	0.07650727	0.13944378	0.14914708	0.23475583	0.34915313
a37	0.015393557	0.0030193664	0.007300228	0.0072408514	0.024611687	0.07830119	0.07425855	0.16627368	0.2968582	0.32674268
a2	0.0059625194	0.00096271426	0.0056654927	0.005755882	0.059346385	0.22616825	0.1950984	0.09438136	0.119437225	0.28722173
a20	0.0060438965	0.0005201878	0.0035888252	0.01046928	0.0635598	0.21303667	0.17428777	0.10228398	0.10095912	0.32525045
a0	0.0054513426	0.0005016759	0.0034499313	0.013795734	0.07356301	0.21824475	0.18261415	0.10710964	0.1037227	0.2915471
a31	0.0047207815	0.0005773777	0.00368877	0.011644809	0.072651945	0.18373425	0.18371393	0.107383095	0.12952258	0.30236247
a16	0.012329913	0.0025027322	0.0068822447	0.006130445	0.022134896	0.13745138	0.1411193	0.1620507	0.24197468	0.26742366
a31	0.0031120717	0.0014153674	0.0062004686	0.004923853	0.0652854	0.30268773	0.2960711	0.10361603	0.068102024	0.148586
a20	0.013941794	0.008788414	0.0089311665	0.010867518	0.030168833	0.08212693	0.0832879	0.16224779	0.27172634	0.32791328
</S>	0.003043632	0.0018744693	0.00514661	0.0053527644	0.029011128	0.27979273	0.25364882	0.14961812	0.09244221	0.18006949
