 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.12259629	0.09598402	0.10210284	0.0883063	0.03979004	0.08103574	0.09403018	0.37615454
a31	0.1063532	0.22603491	0.42269382	0.0747511	0.023690896	0.047191206	0.051991977	0.04729288
a20	0.065703705	0.33334562	0.40148738	0.09226235	0.0220587	0.02826696	0.02936107	0.02751418
a31	0.09883291	0.30313727	0.30355522	0.17169577	0.041521586	0.016034912	0.035236597	0.029985745
a37	0.076500066	0.24488603	0.22370498	0.19504474	0.06501882	0.008670224	0.065929145	0.12024594
a14	0.042044673	0.19096261	0.17270796	0.16357999	0.05648592	0.0034475857	0.06381327	0.30695793
a10	0.04160503	0.19093359	0.192928	0.14466828	0.03703378	0.0027578834	0.14755368	0.24251978
a31	0.024738556	0.17150822	0.17604622	0.114627935	0.015888887	0.0030728597	0.19898437	0.29513296
a37	0.07565932	0.23475955	0.16517574	0.091812454	0.013100297	0.04402045	0.11880715	0.25666505
a10	0.0132695995	0.12748377	0.14596467	0.085445344	0.006815094	0.0053505474	0.06816614	0.5475048
a14	0.011545008	0.12697928	0.1205541	0.07751871	0.0074369423	0.0052796407	0.11774392	0.5329424
a0	0.026293047	0.13677268	0.09407387	0.068219684	0.011414509	0.011364884	0.15822978	0.49363157
a20	0.02779267	0.10666558	0.0594919	0.05394711	0.01619559	0.023095882	0.14780268	0.5650085
a33	0.03323164	0.10696103	0.05018483	0.046241466	0.016463853	0.030449947	0.07857252	0.63789475
a20	0.033150207	0.14471509	0.08584476	0.099903286	0.014099059	0.022559542	0.20196214	0.397766
a31	0.027073009	0.118104346	0.05529828	0.057110287	0.018747354	0.023029352	0.06531455	0.6353228
a0	0.015717084	0.078254566	0.075776376	0.07336269	0.019161493	0.018938657	0.084864125	0.633925
a41	0.0048046634	0.025288492	0.022530766	0.026573008	0.014879016	0.046310563	0.119115114	0.7404983
a31	0.007038833	0.031635873	0.030944554	0.059053324	0.034856822	0.0950877	0.16490522	0.5764777
a37	0.00776241	0.03218576	0.05785181	0.060572032	0.028233904	0.09404937	0.2308461	0.4884985
a31	0.0024357971	0.022044327	0.024340028	0.033869524	0.023449829	0.09818966	0.23258366	0.5630872
a18	0.01322894	0.0142276585	0.020265086	0.028164176	0.058024492	0.13261221	0.19059452	0.5428829
a8	0.0054404414	0.0152674215	0.021468263	0.019243136	0.04268524	0.195839	0.2358254	0.46423107
a20	0.002983985	0.008362803	0.01430621	0.040097542	0.16128814	0.3696309	0.16599944	0.23733094
</S>	0.0012814	0.030186085	0.06539367	0.14253114	0.12619327	0.15030299	0.21183495	0.27227646
