 	forse	stanno	ancora	svegli	</S>
a31	0.3166657	0.19822362	0.11153075	0.16026768	0.21331225
a10	0.5519782	0.31377977	0.060530175	0.05245356	0.021258386
a20	0.5414905	0.24929309	0.0546311	0.05915134	0.09543393
a31	0.36190704	0.30970314	0.06475491	0.15839083	0.10524408
a18	0.14314903	0.42143854	0.10835427	0.12652916	0.20052905
a31	0.14331278	0.4008125	0.15585683	0.115393765	0.18462417
a35	0.15033337	0.520083	0.07037338	0.06766638	0.19154385
a31	0.06334317	0.14465138	0.040432286	0.40708354	0.34448966
a10	0.42778313	0.20612462	0.065339126	0.07694423	0.22380888
a20	0.12443702	0.12445453	0.06938948	0.44396934	0.23774965
a29	0.04703199	0.110754274	0.040110506	0.5205386	0.2815646
a20	0.013467954	0.042713407	0.028849944	0.694064	0.22090462
a31	0.005358701	0.03088677	0.10338304	0.546897	0.31347448
a28	0.004948106	0.069300406	0.13867831	0.42132005	0.36575317
a8	0.0033305862	0.019561874	0.06411341	0.5128339	0.40016025
a21	0.008620013	0.03266449	0.086443335	0.23064874	0.64162344
</S>	0.015537904	0.03845677	0.0272101	0.22355942	0.6952358
