 	da	da	un	famoso	poeta	</S>
a31	0.09866063	0.11488011	0.12790298	0.1704628	0.2979379	0.19015558
a37	0.30268013	0.22852288	0.10703092	0.15132308	0.09080655	0.119636334
a31	0.52355784	0.24306579	0.09160732	0.029159272	0.062480472	0.050129354
a28	0.57323074	0.24201585	0.046146877	0.052398853	0.03418089	0.052026793
a31	0.29283658	0.275775	0.03302835	0.0300185	0.17973785	0.18860374
a20	0.47241393	0.19990414	0.03238327	0.10818511	0.07696506	0.11014848
a13	0.1277539	0.12082233	0.015424413	0.017694918	0.12173383	0.59657055
a39	0.231261	0.20105991	0.020018274	0.012844597	0.1891393	0.34567693
a31	0.17745388	0.18637204	0.026672062	0.014028163	0.2114349	0.38403898
a35	0.4612469	0.1630925	0.012682417	0.13442382	0.041947324	0.18660694
a31	0.13901877	0.05081183	0.0049399994	0.046841096	0.13080846	0.62757987
a17	0.1191498	0.027737964	0.011844095	0.11359908	0.20859315	0.5190759
a31	0.024807584	0.0043603717	0.005936802	0.021536406	0.3987379	0.54462093
</S>	0.012949476	0.006535426	0.048490576	0.052264925	0.2662658	0.61349374
