 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.08636848	0.077942654	0.07931365	0.12812774	0.036675856	0.023980746	0.014541352	0.030122364	0.1302117	0.16299069	0.22972478
a31	0.14662819	0.17929961	0.20339625	0.09519123	0.03240612	0.06276596	0.053377323	0.053091515	0.053859167	0.057593808	0.062390883
a20	0.17449172	0.24441929	0.2859446	0.06051376	0.020392573	0.039126728	0.031913187	0.03177369	0.03269557	0.036204893	0.042524006
a31	0.23238742	0.24079159	0.2372642	0.056880724	0.023373207	0.029811498	0.014638057	0.014043906	0.027314149	0.07224	0.051255185
a7	0.20108934	0.1953665	0.14252985	0.02705305	0.057318784	0.05489249	0.025612209	0.004140571	0.024296587	0.12306898	0.14463167
a31	0.08776537	0.096950084	0.09530964	0.02947042	0.048382938	0.03319211	0.019199742	0.0017439867	0.011201372	0.11063192	0.4661524
a24	0.07288859	0.08764537	0.081012875	0.032693125	0.11136296	0.108354	0.08174036	0.027541159	0.02513589	0.12907752	0.24254811
a37	0.05497492	0.06997746	0.053784214	0.017213747	0.055178296	0.043481555	0.033590812	0.011397356	0.014221983	0.1279253	0.5182543
a31	0.080171846	0.09527542	0.08685492	0.017128255	0.040172577	0.023840157	0.019876705	0.0034609241	0.021996152	0.23431005	0.37691304
a11	0.03550843	0.042054154	0.03354122	0.05869561	0.07582306	0.07368558	0.07484641	0.04659225	0.058368947	0.15400612	0.34687823
a31	0.036986936	0.057264164	0.04427903	0.018749699	0.02919993	0.020523127	0.027599279	0.020237219	0.04041653	0.20125367	0.5034904
a3	0.018924136	0.028075997	0.020814767	0.05734813	0.05049736	0.049086962	0.05631508	0.08543754	0.10532571	0.18768722	0.34048706
a27	0.0119124735	0.028936373	0.019028114	0.010654029	0.027783396	0.018916002	0.037486754	0.059591867	0.111980684	0.29741102	0.37629932
a20	0.009724771	0.015390979	0.009586465	0.0054226415	0.021942956	0.029273817	0.094793566	0.05379875	0.06617251	0.20258735	0.4913062
a31	0.014693519	0.01783138	0.014265816	0.0055705206	0.01825524	0.053853054	0.12904347	0.035119586	0.051767852	0.2841705	0.375429
a20	0.0056966105	0.012617742	0.010663179	0.015723564	0.023234706	0.021623807	0.032332182	0.052439775	0.11488331	0.29746506	0.41332003
a11	0.0034839464	0.009298356	0.006702845	0.0035380463	0.009199782	0.015928954	0.055279758	0.11548778	0.15459388	0.2887743	0.33771238
a13	0.005864861	0.012902636	0.009789144	0.0053129443	0.012996878	0.05862263	0.08719551	0.112393826	0.092668645	0.18230297	0.41994995
a28	0.0052226526	0.011120223	0.009793541	0.0083456915	0.017948456	0.059837084	0.09149679	0.11109846	0.0881986	0.18602365	0.41091493
a31	0.0052193846	0.012191699	0.012068614	0.014589226	0.028044095	0.057246234	0.09313163	0.11591322	0.08272984	0.18707064	0.39179543
a39	0.0030559266	0.0055148606	0.006493243	0.004097466	0.004074077	0.0050292644	0.012344243	0.06361379	0.12997706	0.403191	0.36260903
a31	0.001996698	0.0065289796	0.0077958675	0.0029184427	0.00542022	0.02334955	0.039387893	0.07451897	0.19986609	0.3284341	0.30978316
a8	0.004600695	0.019690344	0.017467115	0.010370602	0.003977231	0.002506027	0.0059407586	0.032354653	0.17639895	0.4449306	0.28176302
</S>	0.0019227656	0.009313812	0.011790052	0.011498178	0.005455525	0.0103734415	0.035299882	0.080740124	0.25335127	0.25470692	0.32554802
