 	non	sapeva	dove	a	stare	</S>
a20	0.17706876	0.12136171	0.18113075	0.3468903	0.039497714	0.13405082
a31	0.4808556	0.32386446	0.037979778	0.0743087	0.03328011	0.049711395
a37	0.4547209	0.3767404	0.058769632	0.066644445	0.02121212	0.021912433
a38	0.22390983	0.21285625	0.21600017	0.15848018	0.072701	0.1160526
a31	0.16648099	0.16557938	0.15022312	0.13392349	0.20294803	0.18084499
a41	0.15864797	0.17403965	0.075744994	0.2093396	0.22610071	0.15612702
a10	0.059959296	0.08524098	0.032709047	0.30766058	0.39610147	0.11832861
a20	0.04812649	0.07778691	0.033262465	0.2639136	0.462471	0.11443954
a9	0.032766793	0.047887444	0.028173842	0.10769162	0.6742552	0.10922507
</S>	0.0505148	0.16722482	0.23353428	0.20312445	0.13490796	0.21069372
