 	sul	muro	vuole	uno	specchio	</S>
a31	0.123748325	0.13869351	0.32463846	0.15098496	0.115855016	0.14607973
a39	0.1317002	0.10963163	0.15245564	0.24940611	0.14800347	0.20880292
a35	0.39615977	0.3800834	0.14266895	0.026712216	0.024018064	0.03035756
a31	0.32928243	0.32006466	0.23123054	0.048369803	0.024767175	0.046285473
a2	0.3714679	0.3557402	0.13399956	0.031939656	0.07187204	0.0349806
a0	0.36592516	0.3296408	0.21408094	0.015965091	0.036735736	0.037652228
a20	0.19037347	0.19160968	0.18504135	0.09179848	0.19805388	0.14312315
a18	0.1325187	0.132966	0.13061021	0.10940254	0.20348968	0.29101282
a31	0.20999026	0.20930608	0.19920647	0.043615486	0.13780542	0.20007627
a0	0.21858129	0.27688685	0.097214215	0.017000267	0.14119798	0.24911939
a31	0.081820406	0.09036132	0.05937213	0.011565558	0.30140507	0.45547554
a46	0.12192646	0.102073126	0.02623405	0.021597464	0.10783826	0.62033063
a33	0.026476532	0.020691495	0.008284472	0.010233138	0.110627845	0.82368654
a8	0.01934357	0.015963951	0.004455426	0.011454525	0.5467913	0.40199113
a31	0.019900965	0.015208807	0.013137217	0.073619746	0.47271472	0.40541855
</S>	0.0031735331	0.004584404	0.0054974905	0.009571345	0.1298058	0.84736747
