 	hai	già	mangiato	</S>
a38	0.45782128	0.1286985	0.13693416	0.27654603
a31	0.31939742	0.26780108	0.30012316	0.11267833
a20	0.605095	0.1810495	0.12637007	0.08748535
a31	0.45688123	0.23648532	0.085362494	0.22127095
a27	0.3785661	0.18753389	0.22689122	0.20700885
a31	0.1737446	0.20238066	0.28110158	0.34277317
a20	0.2545416	0.17481683	0.14979286	0.42084876
a31	0.12337126	0.17582639	0.5278688	0.17293358
a39	0.07180728	0.06980868	0.15855016	0.69983387
a20	0.0367492	0.073029324	0.58598185	0.30423963
a10	0.04103336	0.101397954	0.39740154	0.46016717
</S>	0.038553756	0.122573	0.2984192	0.54045403
