 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.08050739	0.16238998	0.11689838	0.06178183	0.029707214	0.01987925	0.037371546	0.08131924	0.16652714	0.24361801
a28	0.04405272	0.043205015	0.06329343	0.0486276	0.04179338	0.08532821	0.14833337	0.07133487	0.3231573	0.13087408
a24	0.024948461	0.04286609	0.08337886	0.030912517	0.030006409	0.123481	0.11545979	0.06532195	0.28584617	0.19777875
a28	0.015655696	0.037916373	0.071402065	0.016326124	0.031030448	0.16679071	0.05696767	0.04379876	0.26047796	0.29963416
a31	0.050224785	0.06329963	0.12535906	0.029882742	0.093156435	0.09505367	0.052739706	0.020510178	0.2777421	0.1920316
a20	0.01911548	0.06487437	0.048710346	0.0146634495	0.069857776	0.09681539	0.10291122	0.104601815	0.13709417	0.341356
a31	0.013038257	0.05240663	0.049721137	0.011127693	0.072150536	0.06404493	0.07208845	0.039267782	0.1618344	0.46432018
a13	0.016322345	0.01728756	0.020608008	0.02360165	0.04045465	0.17880008	0.19761409	0.15902562	0.07268069	0.27360532
a31	0.0137910675	0.016659478	0.019799402	0.02079464	0.03657516	0.12429002	0.13708232	0.12660939	0.12686814	0.37753037
a41	0.015264229	0.013063619	0.025409162	0.03039073	0.03703839	0.08633169	0.08249315	0.09643182	0.07946979	0.53410745
a33	0.010288456	0.00932482	0.015618234	0.019602414	0.028106475	0.13826032	0.11086963	0.13054527	0.16213626	0.37524816
a8	0.008801994	0.008131732	0.00847033	0.009688089	0.017670179	0.16356118	0.11270747	0.16908972	0.14964926	0.35223004
a24	0.012467967	0.011504447	0.014743709	0.014080056	0.015064787	0.07565753	0.044614796	0.14163837	0.45757723	0.21265109
a37	0.01249647	0.011729753	0.01437876	0.015226226	0.015325994	0.049690284	0.050557915	0.21157518	0.397974	0.2210454
a5	0.0055736196	0.006038762	0.0052294345	0.0078576105	0.011335547	0.2896606	0.2034319	0.22024283	0.15360858	0.09702111
a31	0.004289956	0.0042038425	0.0044675176	0.004718137	0.014493474	0.068355024	0.079226755	0.0473024	0.12131748	0.6516254
a20	0.005212934	0.0074950224	0.023578633	0.021983724	0.03317493	0.08183035	0.042845752	0.04896413	0.16020215	0.5747124
a31	0.0026489676	0.0024149162	0.011125522	0.017612372	0.03189217	0.18684334	0.11780579	0.09871603	0.1398049	0.39113605
a8	0.0058412375	0.011330933	0.047162082	0.033564158	0.039500512	0.082158394	0.049707394	0.09799645	0.24508134	0.38765746
a31	0.0016665991	0.0028025878	0.011632775	0.030406352	0.03398907	0.13552888	0.09826585	0.14808401	0.1787171	0.3589068
a20	0.0050935373	0.015662132	0.056055274	0.02748568	0.039299663	0.074224494	0.07530534	0.14235024	0.22590002	0.33862358
a24	0.003166021	0.006569096	0.016191244	0.038265634	0.055692	0.15506317	0.151025	0.16973497	0.17545985	0.22883306
a31	0.0026423007	0.008341917	0.014335319	0.04110955	0.060707122	0.16108352	0.18675102	0.17586562	0.1725172	0.17664641
a37	0.005619838	0.032010753	0.044318356	0.019041821	0.027826725	0.09482977	0.07769485	0.15441833	0.23794986	0.3062897
</S>	0.0034370183	0.0115316175	0.0151356235	0.046745252	0.063643426	0.1552991	0.19106661	0.17219268	0.1671202	0.17382857
