 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.11230206	0.113375075	0.112624295	0.113212146	0.0847847	0.04845361	0.10225289	0.31299514
a27	0.023652844	0.040117387	0.092560224	0.13409269	0.18628693	0.2850925	0.16332081	0.07487668
a8	0.020796336	0.04606019	0.14971942	0.15032363	0.1546253	0.17045066	0.21716176	0.09086278
a28	0.020427674	0.08785262	0.20001991	0.10832108	0.08464524	0.1401247	0.22699404	0.13161469
a31	0.0699043	0.18406822	0.13690877	0.09857965	0.07163216	0.022814186	0.19291273	0.22318003
a24	0.11174715	0.1909086	0.1677682	0.10006173	0.103409685	0.050995562	0.10240276	0.17270632
a31	0.14659263	0.19753073	0.14983633	0.06808945	0.07726172	0.056612995	0.13221386	0.1718623
a10	0.0266076	0.055027872	0.14914696	0.08206781	0.04935177	0.11102476	0.20864147	0.31813172
a20	0.0419929	0.065710105	0.110189505	0.07325289	0.041998073	0.15668553	0.28906715	0.22110386
a31	0.012156584	0.02136778	0.026292227	0.017697737	0.017814964	0.07339608	0.38292742	0.44834724
a39	0.012348255	0.013327438	0.08315844	0.08836585	0.039243393	0.14228798	0.32051954	0.30074912
a31	0.004867718	0.012794104	0.07463667	0.057805512	0.027470047	0.16928029	0.38944906	0.26369658
a18	0.021750135	0.02059167	0.03914751	0.054989416	0.04192248	0.12789088	0.15670869	0.5369993
a31	0.0070168064	0.029024968	0.09159695	0.1421277	0.09750412	0.13349418	0.28129524	0.21794005
a17	0.012204559	0.03310867	0.047863804	0.04657488	0.027258627	0.085429564	0.18969516	0.55786467
a31	0.01646312	0.031808443	0.044988863	0.08124655	0.24535987	0.15618993	0.13367134	0.2902719
a8	0.01892861	0.037177503	0.04121548	0.051678233	0.11688786	0.14913455	0.17926154	0.40571627
</S>	0.025351278	0.023713602	0.02785734	0.05876344	0.20050907	0.19682504	0.16073121	0.306249
