 	lo	sentii	che	arrivò	</S>
a11	0.24512532	0.32311597	0.082705945	0.14636761	0.20268516
a31	0.5738187	0.25531495	0.114947826	0.033024415	0.022894144
a28	0.40342876	0.3947488	0.11774456	0.03635097	0.04772683
a37	0.24093084	0.28119352	0.24398795	0.17262624	0.061261434
a20	0.16166508	0.17038572	0.14998972	0.46680957	0.051149875
a31	0.10369079	0.12453666	0.097338736	0.51284784	0.16158597
a1	0.062637255	0.34473237	0.08747675	0.16562022	0.33953342
a0	0.06600211	0.1692681	0.07074734	0.14998019	0.5440023
a17	0.06684331	0.13164623	0.07186638	0.30550078	0.4241433
a31	0.079430185	0.14134893	0.08459349	0.35584018	0.33878726
a0	0.048800725	0.38958457	0.18082874	0.040714156	0.3400718
a46	0.016094955	0.17261322	0.044098727	0.042946544	0.7242466
a31	0.025933996	0.18737832	0.039030045	0.0832216	0.66443604
a18	0.05226079	0.22502393	0.22351298	0.043322112	0.45588022
a31	0.017386323	0.11690362	0.06375604	0.04809677	0.7538572
a39	0.029509831	0.11710737	0.25476545	0.05759046	0.5410269
a31	0.005347172	0.028006833	0.06588486	0.07606603	0.8246951
a46	0.03239741	0.048261773	0.43001795	0.127645	0.36167786
</S>	0.008014612	0.02152925	0.12519462	0.22605684	0.61920464
