 	non	ho	dove	d	andare	</S>
a20	0.16771269	0.16878049	0.055721533	0.018292487	0.12525101	0.46424174
a31	0.46168476	0.23330815	0.06721317	0.045083534	0.07613764	0.116572745
a37	0.5220534	0.35822093	0.025617758	0.022566805	0.026719023	0.044822026
a31	0.5136102	0.36821645	0.035271235	0.009141429	0.029840674	0.04391998
a29	0.42647004	0.43141976	0.01980592	0.020420609	0.05108686	0.050796837
a41	0.13781849	0.14067443	0.031644434	0.03483507	0.2946602	0.36036742
a31	0.16496298	0.16705035	0.03821284	0.012093203	0.33313975	0.2845409
a18	0.16461009	0.25801384	0.014925805	0.047702942	0.18256775	0.33217958
a31	0.11113886	0.16966033	0.013810276	0.049677197	0.3301838	0.32552952
a39	0.049313582	0.078735605	0.012174419	0.057241183	0.26513124	0.537404
a31	0.025681885	0.05842645	0.008484292	0.051185545	0.5173589	0.33886293
a8	0.0077323145	0.01179101	0.007910071	0.057148285	0.3375498	0.5778685
a31	0.015041609	0.030623555	0.011661738	0.11852809	0.48508558	0.3390595
a8	0.007159531	0.0165254	0.00984061	0.050692517	0.35805964	0.55772233
</S>	0.0047386065	0.01011804	0.009401866	0.07825834	0.39141968	0.50606346
