 	ancora	non	mi	sono	vestito	</S>
a8	0.10592145	0.10595115	0.21404125	0.0814332	0.22234967	0.2703032
a31	0.11114099	0.35176846	0.28014696	0.059338495	0.09862824	0.0989768
a10	0.08877881	0.5221262	0.21119662	0.057605833	0.060018558	0.060274024
a31	0.39812717	0.3376147	0.1714077	0.031993218	0.037670426	0.023186829
a18	0.43132994	0.34769416	0.16083558	0.021583023	0.01670945	0.021847874
a31	0.30768278	0.29148066	0.27583104	0.025346868	0.018655369	0.08100329
a20	0.30623052	0.25573227	0.28550968	0.02632322	0.035996348	0.09020791
a31	0.13562503	0.2243927	0.18876258	0.03403293	0.06620591	0.35098085
a13	0.32666224	0.1071951	0.17443319	0.048599463	0.12261526	0.22049479
a35	0.08882067	0.13431436	0.15883096	0.016514838	0.08242364	0.51909554
a39	0.037326574	0.038455002	0.041279946	0.005495299	0.11636117	0.761082
a46	0.06555274	0.048645426	0.048521105	0.005529865	0.18253545	0.6492154
a31	0.10764382	0.0760463	0.07441155	0.010071902	0.14886138	0.5829651
a20	0.028372034	0.07375031	0.054876033	0.06364733	0.10541912	0.67393523
a31	0.0075451774	0.03780523	0.010670693	0.025321532	0.27683514	0.6418222
a39	0.0056992495	0.006617323	0.012195933	0.04749366	0.20353606	0.72445774
a31	0.0027726572	0.003830628	0.0043279575	0.028543198	0.40822315	0.5523024
</S>	0.0043647536	0.00587664	0.020674014	0.04497381	0.30123794	0.6228728
