 	vengono	vestiti	dai	genitori	</S>
a31	0.30966413	0.17880084	0.26739612	0.09438719	0.14975178
a46	0.09806114	0.045108356	0.2891936	0.14983016	0.4178067
a18	0.47360855	0.048134685	0.21059766	0.045189794	0.22246931
a31	0.65502596	0.026643852	0.10228382	0.06441361	0.15163268
a11	0.69299775	0.10876092	0.10163887	0.020610956	0.07599154
a31	0.565716	0.19001426	0.11018219	0.021491133	0.112596385
a39	0.64962274	0.18415248	0.10044204	0.024574447	0.041208252
a31	0.41182256	0.20834133	0.10502452	0.019696716	0.25511488
a35	0.5198618	0.19607984	0.16832517	0.05213094	0.06360223
a31	0.2181759	0.1164182	0.05166959	0.036456585	0.57727975
a18	0.1545479	0.2685633	0.33582652	0.11737398	0.123688295
a0	0.11911593	0.07102049	0.080310784	0.13737899	0.59217376
a31	0.16954638	0.0977864	0.057953946	0.052008584	0.6227047
a37	0.22821422	0.15116908	0.19638309	0.17862612	0.24560744
a20	0.08241155	0.02393502	0.02708008	0.13959418	0.72697914
a31	0.1604145	0.03563692	0.023261635	0.08218822	0.6984987
a41	0.11923502	0.036784336	0.0611141	0.30587918	0.4769873
a20	0.050856844	0.0069509833	0.009754852	0.47721	0.45522732
a31	0.085870504	0.009900447	0.0084769875	0.20240286	0.6933492
a20	0.014813259	0.004875944	0.008982185	0.22289412	0.7484345
a39	0.014242301	0.0016315191	0.003874732	0.62156683	0.3586846
a46	0.015914623	0.0026865667	0.005124528	0.6422883	0.33398592
a41	0.013117922	0.0057232254	0.009211443	0.3002227	0.6717247
</S>	0.017212996	0.008082889	0.01266554	0.2849393	0.67709935
