 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.22914104	0.14852367	0.15824811	0.053748906	0.04737474	0.027645089	0.020520916	0.015506332	0.013523419	0.017645804	0.031679794	0.08185024	0.15459196
a24	0.05438724	0.04405132	0.043431003	0.12495157	0.043641202	0.093060024	0.080957	0.042290714	0.04262185	0.05812788	0.03545489	0.22138226	0.11564299
a28	0.079416625	0.04643868	0.052786395	0.05945407	0.039626136	0.0780087	0.020583777	0.044290833	0.058039743	0.045056913	0.045781694	0.12574686	0.30476958
a39	0.04892065	0.033029046	0.04943035	0.066055626	0.04511348	0.063640885	0.014577156	0.031204816	0.032673568	0.025883846	0.022784282	0.18465202	0.38203436
a17	0.036110356	0.03159878	0.042431463	0.07198008	0.044949744	0.07116247	0.032943565	0.029768504	0.030261088	0.03997142	0.014946119	0.36280328	0.19107318
a31	0.024810264	0.020987114	0.03226331	0.066796236	0.041326463	0.10483139	0.09248544	0.060283046	0.058335073	0.07031393	0.011572251	0.2701362	0.14585923
a20	0.010670407	0.0221589	0.037740655	0.021124655	0.025226599	0.025706803	0.004566137	0.043830503	0.05636036	0.020319302	0.07023329	0.24531426	0.41674814
a31	0.009123931	0.012603641	0.036757644	0.02562846	0.037844066	0.03807186	0.014585885	0.07297883	0.0747692	0.022791322	0.12771472	0.16038737	0.36674315
a17	0.019735554	0.040774945	0.0386591	0.01755756	0.017953025	0.020999243	0.00620821	0.037776574	0.086225085	0.14669698	0.08429118	0.13708119	0.34604132
a8	0.009221605	0.016190533	0.031081786	0.018101934	0.013936892	0.016350804	0.008197601	0.02835945	0.0669215	0.053899825	0.16104998	0.18018398	0.39650416
a31	0.01711129	0.02877741	0.040343016	0.017388973	0.007668525	0.011290702	0.014693585	0.043462165	0.06731154	0.036424752	0.18511756	0.22638051	0.30402997
a8	0.005042431	0.007333298	0.0110082	0.01658712	0.008795372	0.0075286357	0.00706939	0.014395759	0.02093101	0.021038953	0.05821593	0.13635296	0.68570095
a24	0.005220313	0.006018103	0.011686726	0.01153725	0.006474558	0.006979694	0.011620679	0.01783865	0.020278139	0.014862898	0.11311091	0.37869602	0.39567614
a31	0.010202093	0.0056481035	0.02059507	0.019028163	0.013721768	0.014489629	0.016636534	0.019735746	0.024154002	0.012308711	0.10195698	0.30222768	0.43929562
a20	0.0338068	0.016579345	0.017964335	0.01376238	0.0056705726	0.006130532	0.0073595154	0.018181458	0.024806349	0.03530209	0.061964363	0.14552683	0.6129454
a31	0.0074061174	0.008689893	0.00684424	0.012639082	0.004476998	0.006100044	0.016344829	0.030797213	0.033050656	0.05304151	0.07319359	0.29065204	0.45676374
a41	0.024154251	0.012911175	0.014175106	0.013785666	0.012548736	0.015713545	0.020530045	0.04271759	0.034395546	0.027423365	0.06830082	0.16644622	0.54689795
a31	0.011724063	0.0076223738	0.008812538	0.012605842	0.007316087	0.012070807	0.032827027	0.031490482	0.029130412	0.040159956	0.06626331	0.20765167	0.53232545
a13	0.03786618	0.030431183	0.028272644	0.016594466	0.024304116	0.029724458	0.04877494	0.057586003	0.03802609	0.034245033	0.07547415	0.19346699	0.38523367
a37	0.016167454	0.007572845	0.011869446	0.0125310905	0.010606609	0.018120164	0.04522168	0.031256165	0.033138134	0.053039715	0.0880594	0.16328514	0.5091322
