 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.08785057	0.16595832	0.11164588	0.019392798	0.026145104	0.072174765	0.17280729	0.34402522
a31	0.21827935	0.10240254	0.09816824	0.058649313	0.09793283	0.10724826	0.1397758	0.17754368
a8	0.11097834	0.107829615	0.110683955	0.0235184	0.03805756	0.06903257	0.28921956	0.25068003
a31	0.20444101	0.106478654	0.10310688	0.038683116	0.05867475	0.10331483	0.22749513	0.15780565
a23	0.09767243	0.08699244	0.11253575	0.101742215	0.014956514	0.031870037	0.38304463	0.171186
a31	0.15854403	0.11178108	0.12736809	0.05390896	0.0067490055	0.013094194	0.14072825	0.3878264
a10	0.1338703	0.111625925	0.08902566	0.082636274	0.04035135	0.053770456	0.2068532	0.28186682
a31	0.06761268	0.063416846	0.040786486	0.039781604	0.041579794	0.06923554	0.11047185	0.5671152
a24	0.07230614	0.06593794	0.037051097	0.06063297	0.065066494	0.08276177	0.07367249	0.5425711
a31	0.057473097	0.052795663	0.031738825	0.047783248	0.04956986	0.08975774	0.09299845	0.5778831
a18	0.055483617	0.04890581	0.032773327	0.06565125	0.07522424	0.11170245	0.108602434	0.50165683
a31	0.040781494	0.039314754	0.02970212	0.03638911	0.061847012	0.14517778	0.15173954	0.4950481
a8	0.036665328	0.034976173	0.03105697	0.070089065	0.10444575	0.1974957	0.16670103	0.35856995
a31	0.02554863	0.025610456	0.017280567	0.025464932	0.05421938	0.13804851	0.2637779	0.4500496
a29	0.029062817	0.033139285	0.031406064	0.07107953	0.12662496	0.26215827	0.20795743	0.23857158
a31	0.021260392	0.029089143	0.014149025	0.037924673	0.06683496	0.15657355	0.18232137	0.4918469
a21	0.01852586	0.02669739	0.022154639	0.062301774	0.12349605	0.25007623	0.22376154	0.2729865
a31	0.013476642	0.023013743	0.014999509	0.033541407	0.05848477	0.15596734	0.20007144	0.5004452
a38	0.014343289	0.027029924	0.025669588	0.059299614	0.09388348	0.18781345	0.26208678	0.32987392
a10	0.008581188	0.016337283	0.01840243	0.036144122	0.059847698	0.15628293	0.2563337	0.44807073
a39	0.007508122	0.014754881	0.0105756	0.027982092	0.06435341	0.21616787	0.34195274	0.31670526
a8	0.005049382	0.0072903633	0.0058621718	0.017448898	0.08052261	0.33300698	0.27917197	0.2716477
a31	0.0035706242	0.0040842826	0.0055317227	0.028445939	0.21405324	0.3276075	0.1572008	0.25950587
a20	0.008344437	0.0116317915	0.011247012	0.015901893	0.03268507	0.07667932	0.5493174	0.29419306
a31	0.0036536085	0.0088433875	0.0088883415	0.01481906	0.07882395	0.23417892	0.31772727	0.33306545
a20	0.010167899	0.04388121	0.02944744	0.025881339	0.04802247	0.08288577	0.42877188	0.33094195
a3	0.0037865592	0.010291141	0.009242772	0.019859934	0.071912944	0.2550506	0.31156757	0.3182885
a41	0.0021583661	0.0048297364	0.0038143978	0.07482744	0.102765314	0.19423428	0.23390916	0.38346136
a37	0.002834589	0.0035538725	0.004289541	0.050701004	0.10535745	0.23606443	0.23051563	0.3666835
a31	0.0041640694	0.00525527	0.009735882	0.049801696	0.11832436	0.2318346	0.22015606	0.360728
a8	0.0053649605	0.025917912	0.013221432	0.013322454	0.055951696	0.16402854	0.41754293	0.30465004
a31	0.0019985149	0.011135526	0.012728123	0.073679246	0.14100827	0.18113756	0.2537776	0.3245352
a23	0.008621879	0.050043996	0.03259242	0.015546157	0.040469404	0.12598944	0.4132518	0.31348488
a31	0.0043029124	0.020020768	0.019971024	0.04801426	0.1441032	0.14692579	0.22671342	0.38994864
a8	0.011527568	0.04476486	0.034190565	0.019357592	0.043933194	0.14749953	0.3674064	0.33132032
a31	0.004795611	0.019692754	0.02096209	0.04987576	0.1493617	0.14542928	0.2139899	0.39589286
a24	0.010677201	0.03988245	0.031240432	0.025166174	0.052917838	0.18735553	0.327297	0.32546335
a31	0.0075634746	0.023311483	0.018151624	0.036002293	0.13429482	0.2186944	0.24234198	0.31963995
a24	0.014808023	0.044684332	0.035799365	0.03327225	0.059783917	0.1759236	0.3517567	0.28397185
a46	0.006972246	0.02028413	0.016198609	0.03587186	0.11923714	0.24210428	0.26604375	0.29328796
a24	0.0028889438	0.009019362	0.009804903	0.11413573	0.1438694	0.17708024	0.20527288	0.3379285
a18	0.0023217541	0.0076640486	0.008721849	0.110403575	0.103577666	0.19437416	0.216935	0.35600197
a21	0.002309571	0.0057690837	0.008304146	0.07737583	0.09321001	0.20583135	0.23436652	0.37283352
a28	0.002646877	0.00547352	0.008651293	0.06430946	0.095558904	0.22130476	0.24443088	0.35762432
a20	0.0035179101	0.0069748876	0.011872742	0.08158413	0.12053739	0.22153333	0.20971581	0.34426373
a31	0.004018214	0.0058244686	0.012172029	0.07340817	0.13592725	0.2818469	0.19646502	0.29033798
a46	0.004073023	0.026002387	0.013744477	0.014130711	0.104436375	0.13318977	0.27737254	0.42705068
</S>	0.0022748876	0.0131096905	0.009652022	0.0678919	0.084291875	0.15259445	0.23523027	0.4349549
