 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.20131001	0.06947036	0.053246938	0.04174991	0.048796885	0.04295831	0.0906346	0.026433365	0.16902609	0.25637358
a24	0.0473355	0.03155661	0.030267576	0.038515646	0.032786436	0.038395848	0.01649953	0.35013306	0.22572604	0.1887837
a31	0.18847471	0.04677384	0.032064818	0.056002956	0.030575067	0.013384699	0.0033801734	0.16635455	0.273498	0.1894912
a13	0.12176568	0.05439702	0.033616353	0.042699672	0.034471646	0.036252987	0.027648939	0.14408395	0.27284858	0.23221524
a18	0.14927825	0.14419895	0.057274647	0.07919962	0.04338844	0.011047575	0.0029804844	0.16642106	0.14916863	0.19704235
a20	0.14998785	0.09720425	0.08226266	0.11946056	0.06658289	0.008854439	0.0022907436	0.16676342	0.12385185	0.18274133
a31	0.1408176	0.13191508	0.120074406	0.15964393	0.12699726	0.005165164	0.0052129775	0.102522954	0.09837509	0.10927546
a37	0.17157912	0.22210163	0.08039684	0.07777783	0.061941773	0.029560586	0.0065934234	0.093970336	0.09488488	0.1611935
a31	0.08054498	0.15819293	0.07114368	0.07366764	0.04764448	0.013045631	0.0021748939	0.21079078	0.08916683	0.2536281
a11	0.122203134	0.19743209	0.12332406	0.07673547	0.06862957	0.056831036	0.037449103	0.08489161	0.06383097	0.16867293
a31	0.09172332	0.10853426	0.062580355	0.06612855	0.026940074	0.025256073	0.005285154	0.22725752	0.08886196	0.29743272
a11	0.10139597	0.15372309	0.09342332	0.05497488	0.065492615	0.047348738	0.07061354	0.054137792	0.0812067	0.27768335
a31	0.07873646	0.0817467	0.056744855	0.04765633	0.027438106	0.038505428	0.019539416	0.2284062	0.10401033	0.31721622
a11	0.078536935	0.08424359	0.041977122	0.025996227	0.03506801	0.041004628	0.1032514	0.034975767	0.10239573	0.45255068
a31	0.049676567	0.066203095	0.046874482	0.03192411	0.029270204	0.041184913	0.04395644	0.18740655	0.13037845	0.37312526
a13	0.04684494	0.028871818	0.018882882	0.013949883	0.0132801365	0.04633909	0.18011813	0.022504289	0.12433797	0.5048709
a31	0.034734584	0.037275273	0.02078731	0.014961583	0.018761922	0.041296605	0.06146852	0.16817115	0.25743634	0.3451067
a18	0.032121867	0.01569137	0.009939283	0.008686024	0.0059934948	0.08534648	0.20821404	0.016442074	0.15491198	0.46265337
a31	0.01502841	0.008445411	0.0060384325	0.0054372177	0.0041770414	0.027852155	0.080985576	0.11035212	0.52450454	0.21717912
a10	0.027071897	0.022458563	0.009825752	0.008411754	0.0034481415	0.080231234	0.10358424	0.017470045	0.25139785	0.47610044
a7	0.007930222	0.004652821	0.004099857	0.0028512762	0.0012491308	0.02284332	0.109024376	0.10343268	0.4826028	0.26131344
a31	0.0075158523	0.010490863	0.0136547685	0.013191135	0.004074087	0.02959083	0.0906112	0.379897	0.21160954	0.23936471
a20	0.023730604	0.018208846	0.009310389	0.006664442	0.0026214572	0.0499354	0.066613	0.024099054	0.41214815	0.3866687
a31	0.004981877	0.003714669	0.003827393	0.0063257837	0.0019560913	0.024889883	0.23215985	0.10005278	0.36785626	0.2542354
</S>	0.025284601	0.02258849	0.011811806	0.005976584	0.0035147981	0.030096587	0.04623117	0.028757509	0.48373392	0.34200448
