 	non	so	cosa	scrive	</S>
a46	0.27767554	0.08630427	0.033307076	0.20011917	0.40259397
a8	0.3546852	0.082494035	0.3135326	0.075218625	0.17406961
a31	0.37933284	0.073116265	0.36255184	0.05614875	0.12885034
a13	0.40086436	0.32168522	0.2218757	0.016268007	0.039306585
a31	0.28224477	0.33531994	0.15121236	0.08267693	0.14854604
a28	0.22895393	0.40952688	0.114193946	0.109433785	0.1378914
a31	0.18017069	0.3813691	0.117564276	0.10514376	0.21575218
a37	0.31890726	0.22913165	0.13528433	0.16796967	0.14870709
a31	0.18581644	0.36728394	0.17105035	0.102863856	0.17298536
a11	0.25822803	0.11727396	0.12301925	0.20494291	0.29653585
a31	0.116642	0.18540089	0.4047452	0.0799985	0.21321337
a20	0.072219156	0.06939993	0.091142416	0.18292159	0.5843169
a31	0.050781183	0.05989747	0.4626369	0.06748241	0.3592021
</S>	0.012409136	0.046433594	0.06955864	0.113703206	0.7578954
