 	voglio	che	Maria	venga	domani	</S>
a31	0.09058649	0.126569	0.2941234	0.078639105	0.08088352	0.32919845
a35	0.113470525	0.28859454	0.21139988	0.07623585	0.05778848	0.25251067
a31	0.49810007	0.32231882	0.12819095	0.011218362	0.018069444	0.022102373
a37	0.48221165	0.23452285	0.1615253	0.063400924	0.030056547	0.028282622
a31	0.36924216	0.3964967	0.17309538	0.035735216	0.011987036	0.013443401
a11	0.45626122	0.31974313	0.14390312	0.024929572	0.030219894	0.024942936
a31	0.32317606	0.29417127	0.22630587	0.021106835	0.022330968	0.11290893
a20	0.17400396	0.5190238	0.100693166	0.021648897	0.08613853	0.09849161
a13	0.28158635	0.18408641	0.12821247	0.016315686	0.05018941	0.33960968
a20	0.2277851	0.22617051	0.17210881	0.018088987	0.069946624	0.2859
a31	0.24753577	0.17530726	0.1509868	0.027712833	0.060124148	0.33833316
a18	0.25776637	0.4271579	0.07094332	0.022389393	0.07570758	0.14603546
a31	0.30421144	0.1548169	0.083286755	0.029929549	0.10782075	0.31993458
a36	0.0934185	0.243382	0.026081698	0.037365954	0.1070154	0.4927365
a31	0.06862302	0.16487005	0.04612644	0.058749218	0.23051208	0.43111926
a20	0.02553218	0.010675668	0.0101886	0.06499175	0.19682954	0.6917823
a31	0.029719438	0.06258193	0.024405545	0.09895849	0.37497398	0.4093606
a20	0.0045657363	0.0049624727	0.018712921	0.09094486	0.26817617	0.6126378
a31	0.011700894	0.01591096	0.016719192	0.16073132	0.33395195	0.46098578
</S>	0.005161729	0.014202653	0.03714704	0.09209523	0.32311347	0.52827984
