 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.10421768	0.10622386	0.25894722	0.09895828	0.119456805	0.11514285	0.19705325
a24	0.08235899	0.20682803	0.13175346	0.12117642	0.08595433	0.21341796	0.15851076
a31	0.30330318	0.30835128	0.20663784	0.085021205	0.017266262	0.042956676	0.03646348
a0	0.26769888	0.29017848	0.20712516	0.06527724	0.03198411	0.07438081	0.06335533
a31	0.11285487	0.10732016	0.10544125	0.078220144	0.04471757	0.20471272	0.34673327
a17	0.15038548	0.38734	0.1935832	0.026516886	0.038732927	0.095198765	0.10824268
a13	0.11153811	0.13741636	0.12633081	0.03957514	0.015533127	0.13166288	0.43794358
a31	0.16561699	0.20579256	0.19039027	0.055560023	0.013572234	0.052826386	0.31624153
a20	0.085962415	0.27102265	0.085104205	0.024662254	0.052613456	0.19071427	0.28992078
a31	0.07469298	0.08024172	0.07431844	0.03133266	0.016810281	0.11698759	0.6056163
a23	0.029705897	0.060291022	0.023291579	0.017345939	0.043743137	0.24520835	0.58041406
a8	0.017398281	0.043485288	0.015146768	0.004518339	0.024120098	0.21994379	0.67538744
a20	0.009123906	0.0277385	0.009462949	0.004123272	0.034311146	0.3004601	0.61478007
a31	0.013407115	0.044580445	0.01779457	0.00730856	0.09719974	0.24435535	0.5753542
</S>	0.005234037	0.006937326	0.0040323585	0.00637053	0.032538727	0.08425655	0.86063045
