 	vuole	andare	a	Lecce	</S>
a20	0.15625305	0.3574175	0.3479607	0.07010657	0.0682622
a31	0.31033075	0.36552593	0.104234464	0.119816035	0.1000929
a18	0.30265325	0.32667485	0.23725912	0.068432406	0.0649804
a46	0.15706357	0.18789788	0.14611346	0.41528264	0.09364251
a37	0.09065719	0.10883391	0.109821245	0.6175842	0.07310348
a23	0.054188278	0.084550984	0.1188216	0.59707296	0.14536612
a18	0.027387826	0.08928142	0.18946636	0.34474432	0.34912
a38	0.035979096	0.18182188	0.23042478	0.42253417	0.12924008
a37	0.024472205	0.14656079	0.1748851	0.35936746	0.29471448
a31	0.009615277	0.053889334	0.07438706	0.33203095	0.5300774
a20	0.023285374	0.09354822	0.14430061	0.20162152	0.5372443
</S>	0.005359101	0.025150884	0.06506393	0.0729444	0.83148175
