 	lo	posso	finire	di	scrivere	</S>
a20	0.053049922	0.26608732	0.36402	0.098749705	0.09034939	0.12774362
a31	0.23700209	0.26749134	0.285393	0.119804665	0.04633359	0.04397531
a39	0.25988147	0.2695243	0.27637297	0.085782975	0.050100222	0.058338016
a24	0.14870171	0.16544689	0.14580601	0.22739662	0.1861811	0.12646769
a18	0.06621657	0.08358041	0.12415718	0.38522065	0.1762767	0.1645485
a24	0.01900889	0.038961098	0.08904534	0.27496997	0.33254436	0.24547033
a31	0.007584493	0.028886177	0.0680538	0.14443362	0.38575035	0.36529157
a20	0.0057645594	0.087296814	0.08763147	0.0905524	0.2932499	0.43550485
a31	0.0033734601	0.017255025	0.02711363	0.09500512	0.22205105	0.63520175
a1	0.010093434	0.11363757	0.07251577	0.07746875	0.2307797	0.49550474
a31	0.0034765676	0.035478435	0.021751406	0.04349791	0.32439646	0.5713992
</S>	0.02192249	0.05846301	0.035112754	0.11967651	0.17542255	0.58940274
