 	sono	stato	sempre	poveretti	</S>
a20	0.35371238	0.04739368	0.09255119	0.1159652	0.39037752
a4	0.112725094	0.08733438	0.1625771	0.26434752	0.3730159
a31	0.13495979	0.10263198	0.13748552	0.23715456	0.38776812
a38	0.5063988	0.11762971	0.07756477	0.17996758	0.1184391
a31	0.48428407	0.34138262	0.041596126	0.04408804	0.08864916
a7	0.39805573	0.2491448	0.066039756	0.12874371	0.15801604
a31	0.15066127	0.1423968	0.07850828	0.1582333	0.47020033
a21	0.14730424	0.087787546	0.06356231	0.280347	0.42099887
a20	0.04599457	0.05161467	0.019559175	0.36501327	0.51781833
a8	0.0762476	0.036768574	0.022868529	0.29628903	0.5678262
a31	0.1011936	0.01583678	0.021282231	0.3456812	0.51600623
a33	0.040206615	0.016867135	0.059117667	0.3059804	0.57782817
a20	0.014118648	0.0075519225	0.047503963	0.63223815	0.29858726
a31	0.019406917	0.009345811	0.03305612	0.58453286	0.35365832
a7	0.11461721	0.025830198	0.11814478	0.28435442	0.4570534
a31	0.016702326	0.014869892	0.16553651	0.39291057	0.40998074
a11	0.042926867	0.027531492	0.10526065	0.3184935	0.50578755
a31	0.024669193	0.019925011	0.23864423	0.36407852	0.35268307
a13	0.027869895	0.024381876	0.1818568	0.319331	0.4465604
a18	0.017506072	0.024378175	0.3137102	0.3213027	0.32310283
a31	0.021379305	0.01901858	0.27526498	0.2884575	0.39587963
</S>	0.01866752	0.017333172	0.34044448	0.29337645	0.33017844
