 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.10348131	0.07880315	0.06379466	0.027847016	0.030719109	0.070546396	0.14858449	0.4762238
a31	0.1995539	0.2464726	0.05095027	0.0937254	0.093574926	0.09330061	0.115230136	0.10719222
a8	0.1843034	0.20757066	0.05657092	0.08667755	0.086651236	0.090097114	0.14185447	0.14627464
a31	0.24516715	0.18498155	0.03356235	0.08880518	0.087471746	0.09567	0.1625332	0.101808876
a20	0.21346003	0.1380086	0.13823932	0.045941174	0.10802411	0.020511568	0.2582829	0.077532336
a31	0.3281957	0.113336705	0.08988413	0.08926463	0.06768813	0.009962189	0.04906471	0.25260377
a24	0.17543723	0.08820094	0.08068403	0.13916548	0.09168155	0.031979863	0.03598354	0.3568674
a31	0.11015234	0.08110756	0.08654608	0.12409021	0.09594342	0.027363313	0.090808526	0.38398856
a28	0.18718407	0.076636344	0.09769868	0.08827553	0.12091337	0.04303537	0.0802599	0.30599675
a17	0.03982234	0.035050552	0.06102844	0.09243498	0.15925197	0.041993648	0.21539338	0.35502473
a31	0.05000701	0.03756864	0.051699378	0.073833466	0.13969554	0.014298574	0.16111009	0.47178727
a28	0.13315581	0.048456933	0.090867996	0.062919445	0.17379512	0.07037048	0.21868071	0.20175351
a13	0.027823037	0.024477996	0.03703124	0.12087441	0.19525221	0.05824167	0.1502055	0.38609397
a31	0.02861	0.018830499	0.024425406	0.1415423	0.15056261	0.026915597	0.13439249	0.47472113
a23	0.048744857	0.023907524	0.053790327	0.06291664	0.19419806	0.1555934	0.2801784	0.18067077
a31	0.010979274	0.0065276967	0.009716499	0.21964191	0.22197303	0.115601994	0.16855237	0.24700724
a18	0.016003182	0.014692704	0.03454409	0.037504993	0.12548372	0.13910659	0.385613	0.24705166
a31	0.026615368	0.008198176	0.02303311	0.09880954	0.17113629	0.087851405	0.30660692	0.27774918
a18	0.015924029	0.00936072	0.03563187	0.043715876	0.12609956	0.16097884	0.31077993	0.29750916
a31	0.026923554	0.009178609	0.020742677	0.11777189	0.16785511	0.10204276	0.26155657	0.2939288
a24	0.021340728	0.011735014	0.033436663	0.052011378	0.12487376	0.16473731	0.26916495	0.32270023
a17	0.020686004	0.011815988	0.023259884	0.10987323	0.18713188	0.12540434	0.25710732	0.26472133
a20	0.011170143	0.004644394	0.012500534	0.13013071	0.27542344	0.16526392	0.24685845	0.15400837
</S>	0.0030080182	0.0019212671	0.002989414	0.13334544	0.29510564	0.20679566	0.20559707	0.15123752
