 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.43643478	0.09829109	0.110360414	0.06132237	0.029952787	0.021070449	0.044967	0.13156605	0.0660351
a28	0.12528262	0.066834494	0.07138497	0.117234	0.17463057	0.15928446	0.05300084	0.13239661	0.09995147
a37	0.17998628	0.23879956	0.06825805	0.08482144	0.061458167	0.05936101	0.058088288	0.15892346	0.09030367
a31	0.2295417	0.2574496	0.09295748	0.04021993	0.031209856	0.04570351	0.033224523	0.1459119	0.12378147
a11	0.19463812	0.40014997	0.102070175	0.039351467	0.07666597	0.035118915	0.039045557	0.038762037	0.074197754
a31	0.14271581	0.21168226	0.09971728	0.052238725	0.06683901	0.03370099	0.030534646	0.18519874	0.17737253
a20	0.13514936	0.2541629	0.15444015	0.06493828	0.12843639	0.064206526	0.063132726	0.043285206	0.09224848
a31	0.12749478	0.27221063	0.059056446	0.050234985	0.105667524	0.056285955	0.041367907	0.09118445	0.19649729
a39	0.1557631	0.15386674	0.13819684	0.05949743	0.12167748	0.06608732	0.09094399	0.05933562	0.1546315
a31	0.081796646	0.124160916	0.07469965	0.062152505	0.110519186	0.09420531	0.08106967	0.089575335	0.2818207
a13	0.18607084	0.086826906	0.07766791	0.05332935	0.11324956	0.061531607	0.10657123	0.08188496	0.23286764
a31	0.10262182	0.0680026	0.06685193	0.03467412	0.06130207	0.05379831	0.084634475	0.09449762	0.4336171
a13	0.18337692	0.040680867	0.03845954	0.032226782	0.06630972	0.04372348	0.084682316	0.13613567	0.37440473
a31	0.090342104	0.03260711	0.039348084	0.021276359	0.051099837	0.041611347	0.07892259	0.25878045	0.38601214
a39	0.10421752	0.022585358	0.029008465	0.022724405	0.044023316	0.04078773	0.11474738	0.23955213	0.38235363
a11	0.035296727	0.009637125	0.018387394	0.007981953	0.041051485	0.09047344	0.12935986	0.32226637	0.34554568
a46	0.011794381	0.0044320035	0.00958699	0.006960495	0.033156104	0.067430645	0.15803206	0.43319303	0.27541426
a18	0.0064052744	0.0032763195	0.007280394	0.0066295583	0.110586815	0.14704956	0.24856514	0.19327144	0.27693543
a31	0.011614332	0.0047116624	0.009872862	0.012287438	0.1300219	0.13975926	0.24730179	0.1703604	0.27407035
a39	0.015553375	0.0078098183	0.023834717	0.0055715763	0.01416548	0.029659659	0.06828201	0.30101278	0.53411055
a18	0.004846378	0.0011997898	0.003692995	0.0017121275	0.050787564	0.08039181	0.20183621	0.3360789	0.3194543
a46	0.014177775	0.0018633544	0.0049790842	0.005950503	0.10967326	0.0833942	0.17318071	0.3552295	0.25155172
a31	0.028866207	0.0031851267	0.010021687	0.015577401	0.23935032	0.112986006	0.17757171	0.14949913	0.26294243
</S>	0.0030602163	0.003934833	0.011918453	0.0013768268	0.01982605	0.053060442	0.06889078	0.29607487	0.54185754
