 	ora	che	loro	non	vengono	più	</S>
a39	0.35935286	0.4117911	0.12912256	0.026072733	0.0142844245	0.014422117	0.044954237
a20	0.27405533	0.50335324	0.026661947	0.081497796	0.037308827	0.041865274	0.035257593
a13	0.33756185	0.35956278	0.053339913	0.071087874	0.06101852	0.04879427	0.06863465
a17	0.3093379	0.13755544	0.083118156	0.08278898	0.034571156	0.20315965	0.14946869
a39	0.13749143	0.13660088	0.09050542	0.11001811	0.09058006	0.24010822	0.1946958
a8	0.08420254	0.08896863	0.08510185	0.07428094	0.094292276	0.25395367	0.3192001
a31	0.06729974	0.08010881	0.058408298	0.032245547	0.035902467	0.23701142	0.48902372
a15	0.091160476	0.23880348	0.092375085	0.04644086	0.13122612	0.28010634	0.119887665
a38	0.032611433	0.077030286	0.06903298	0.03282705	0.099178	0.5196851	0.16963509
a31	0.021975223	0.047379144	0.06318187	0.026322488	0.12023519	0.57894784	0.14195824
a13	0.21336213	0.18309858	0.10519544	0.053484883	0.13625178	0.13176882	0.17683831
a20	0.022869265	0.037545413	0.057059523	0.03373405	0.17105372	0.35736376	0.32037422
a7	0.015532353	0.019401347	0.075027116	0.03338987	0.13219745	0.3417972	0.3826546
a11	0.01709981	0.020666767	0.06386532	0.032289162	0.15414909	0.2514446	0.46048525
a24	0.029119695	0.037302174	0.059319228	0.032463104	0.15499295	0.23637246	0.45043042
a15	0.046580292	0.04141985	0.059703764	0.037580293	0.16228405	0.2061743	0.44625753
a24	0.06445582	0.06923867	0.04188719	0.046934012	0.17897467	0.24045026	0.35805938
a31	0.07580114	0.04413372	0.05930236	0.048969075	0.18194304	0.15197366	0.43787694
a0	0.15399803	0.09070826	0.04172377	0.08495934	0.08476127	0.11006877	0.43378046
a18	0.082215324	0.06098427	0.0714834	0.06813472	0.15226404	0.13533269	0.42958555
a31	0.09352991	0.054754734	0.04536315	0.09834837	0.10815374	0.09395347	0.5058966
a38	0.12263969	0.06662784	0.02671484	0.08190773	0.084494166	0.124042846	0.49357283
a31	0.07717527	0.044264093	0.046741232	0.09685096	0.13190179	0.10614268	0.49692395
a20	0.037456077	0.024972359	0.071390755	0.03480471	0.085175596	0.15968247	0.58651805
a31	0.048052713	0.036793537	0.07202324	0.103382766	0.13393384	0.14006825	0.46574563
a35	0.016666323	0.023204178	0.10951209	0.044637375	0.06364585	0.15417767	0.5881565
a31	0.036266442	0.043342784	0.036635198	0.113938525	0.13604309	0.1391234	0.4946505
a18	0.027230652	0.053600013	0.18944138	0.08223749	0.08015367	0.17174613	0.3955907
a31	0.058287576	0.14027411	0.19735035	0.14909485	0.073328085	0.10413523	0.27752975
a46	0.037429705	0.05838908	0.17485239	0.078548215	0.06895801	0.17329605	0.40852657
a39	0.103206806	0.180698	0.17312579	0.14131665	0.076859705	0.10555974	0.21923332
a31	0.09727037	0.15423155	0.08265903	0.14627957	0.096033484	0.12032629	0.30319974
</S>	0.04105679	0.061627906	0.14644404	0.0830756	0.07291638	0.15395832	0.44092098
