 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.06458953	0.054160517	0.21947245	0.07038429	0.21035323	0.38104
a20	0.121993825	0.09323247	0.11667567	0.29900292	0.16833429	0.20076081
a31	0.6729067	0.054464795	0.11507861	0.0099620735	0.04559931	0.101988584
a28	0.6066454	0.05361683	0.07496446	0.038753692	0.087475866	0.13854375
a31	0.5629326	0.14740093	0.10771855	0.013756127	0.03442947	0.13376224
a13	0.5473737	0.1614705	0.05348353	0.061209068	0.09060191	0.08586132
a18	0.4334692	0.07756824	0.055396985	0.009137413	0.058620997	0.36580706
a31	0.25325617	0.07559666	0.07974335	0.0064543867	0.0585062	0.5264432
a27	0.40333706	0.1949355	0.024109375	0.031686846	0.1714855	0.17444573
a31	0.3053345	0.061428275	0.036306474	0.010546822	0.108689286	0.47769463
a20	0.15338606	0.077412054	0.007878656	0.044629358	0.2273573	0.48933664
a31	0.13200326	0.043176156	0.0052193436	0.031188387	0.30277568	0.48563716
a39	0.042604584	0.015324147	0.002696409	0.07827505	0.18340328	0.6776965
a31	0.03919541	0.030561361	0.002680769	0.09628649	0.4032553	0.4280206
a33	0.014529992	0.006948554	0.0027784738	0.1113773	0.33970317	0.5246625
</S>	0.01270506	0.018091891	0.00607403	0.25232625	0.3357174	0.37508538
