 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.12653133	0.10794175	0.21632886	0.21965022	0.051938295	0.0798687	0.19774087
a31	0.17446329	0.2691346	0.1737012	0.100963295	0.116575085	0.09151937	0.0736432
a4	0.13921756	0.4114449	0.13607562	0.14869669	0.07983081	0.04538634	0.039348096
a46	0.16124874	0.42899558	0.11341275	0.10168341	0.06459092	0.051388957	0.078679554
a31	0.083043754	0.2593793	0.064839	0.29621005	0.046241842	0.0932794	0.1570066
a28	0.09106064	0.099756114	0.058729902	0.09714193	0.050369896	0.18565089	0.4172907
a27	0.023926133	0.06174781	0.019499486	0.26808012	0.08053639	0.31888092	0.22732921
a31	0.01671672	0.03768709	0.014072121	0.18740353	0.0592856	0.4160746	0.26876038
a49	0.019403338	0.0535203	0.010556168	0.16642754	0.07360535	0.3956541	0.28083313
a23	0.009559092	0.036485005	0.007778742	0.18378522	0.1266162	0.5200962	0.11567956
a31	0.0060837087	0.020741083	0.0038866228	0.09193051	0.109841615	0.6364009	0.13111553
a29	0.015075235	0.03092363	0.01178514	0.095959015	0.115981124	0.30002475	0.43025112
a17	0.009755098	0.05304075	0.017638925	0.09651574	0.078063205	0.3759709	0.36901534
a20	0.0042756298	0.037874334	0.006555403	0.0562734	0.10292675	0.39020243	0.401892
a17	0.0019892633	0.016702732	0.0024250858	0.02776054	0.13255306	0.56137615	0.25719318
a31	0.002394887	0.009086044	0.0012052708	0.0228124	0.16796546	0.46311277	0.3334231
a20	0.009353973	0.07525604	0.038729418	0.077747054	0.085827306	0.17856014	0.5345261
a31	0.001993849	0.04025951	0.006282115	0.03675646	0.14704348	0.25166383	0.51600075
a3	0.017720763	0.034632288	0.056090545	0.04136057	0.10282647	0.18274784	0.5646215
a31	0.009804625	0.03534159	0.0074856263	0.0428879	0.20301108	0.20911528	0.49235386
a8	0.019834394	0.028350705	0.03694279	0.041857712	0.13790584	0.17638007	0.55872846
</S>	0.012866142	0.017546445	0.026159795	0.041511882	0.24040034	0.27852985	0.38298553
