 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.100372665	0.17177907	0.0879138	0.07921429	0.050327443	0.031843886	0.029356334	0.071308285	0.3778843
a20	0.10857489	0.29274052	0.05401829	0.07123314	0.03976878	0.28324115	0.0154283345	0.046050873	0.088943996
a28	0.15047672	0.13152806	0.19595227	0.25199768	0.10116345	0.063690305	0.017588196	0.05114927	0.036454026
a31	0.11702902	0.1147487	0.1196548	0.12128675	0.1107133	0.04549206	0.021086048	0.12980472	0.22018465
a39	0.12732483	0.12482002	0.13754031	0.13664056	0.10923506	0.15948726	0.032009233	0.030351756	0.142591
a24	0.07012837	0.070125185	0.07409992	0.07284657	0.06647131	0.14826365	0.026311154	0.09145515	0.3802987
a31	0.12794527	0.12671721	0.12891772	0.13040301	0.110416815	0.057885796	0.020770762	0.1407742	0.15616915
a17	0.084243156	0.08655603	0.11026474	0.10793597	0.030035986	0.30065647	0.05136594	0.025870671	0.20307101
a31	0.061999504	0.062450677	0.07483199	0.07143718	0.042926453	0.23072904	0.03310882	0.12624466	0.2962717
a39	0.07443132	0.1035388	0.05753204	0.07496091	0.014283565	0.2715008	0.028176004	0.02283093	0.35274562
a41	0.030836875	0.033932056	0.06623949	0.060405437	0.00888875	0.21906535	0.051347673	0.087390885	0.44189352
a31	0.03977405	0.042470463	0.045807187	0.048319954	0.0107501345	0.17663859	0.013709179	0.08418188	0.5383486
a33	0.029251775	0.088978894	0.04947053	0.05704604	0.010464889	0.1235314	0.07598468	0.10452285	0.46074888
a31	0.012985231	0.04436667	0.07558409	0.08889702	0.0049603637	0.1121185	0.14561144	0.09847375	0.41700298
</S>	0.004586636	0.024757959	0.010526458	0.010548491	0.004724374	0.034891848	0.10361349	0.2509844	0.5553664
