 	mi	si	gonfiò	il	dito	</S>
a41	0.09655216	0.10557329	0.32244584	0.09514226	0.21681759	0.16346882
a20	0.39113224	0.43416268	0.07317878	0.031305484	0.030199537	0.040021293
a39	0.38014162	0.36189997	0.15277423	0.044546064	0.022297122	0.038341068
a31	0.39614773	0.37256673	0.13860874	0.03868825	0.014772377	0.039216127
a37	0.30919972	0.3067942	0.23440304	0.06485501	0.03191641	0.052831624
a21	0.1820569	0.18132275	0.17922756	0.08895401	0.11541955	0.25301927
a38	0.10270897	0.10151037	0.10028294	0.06917687	0.23872836	0.38759246
a18	0.11220318	0.11108757	0.10902601	0.06551815	0.19720013	0.40496498
a46	0.10692149	0.10411074	0.10255875	0.073119394	0.19860649	0.4146831
a31	0.13548307	0.13206299	0.13004188	0.07151907	0.15876374	0.3721292
a20	0.25532725	0.15535514	0.13629521	0.06250634	0.17878516	0.21173087
a46	0.037454084	0.025064724	0.020877441	0.049820136	0.56770855	0.29907504
a31	0.04601805	0.036808237	0.03383122	0.054074977	0.4932095	0.33605802
a8	0.035343353	0.046653036	0.018411255	0.011590534	0.026854843	0.8611469
a31	0.02048962	0.029086541	0.0062288335	0.03568004	0.29075322	0.6177618
</S>	0.011655144	0.018365372	0.007928813	0.0767748	0.14120351	0.7440724
