 	dovevo	comprare	il	pane	ogni	giorno	</S>
a31	0.23623145	0.12139569	0.122486465	0.16105591	0.07194935	0.10264752	0.18423358
a28	0.37312895	0.18480632	0.20705712	0.13412537	0.05279967	0.025971826	0.022110704
a11	0.27301043	0.25782776	0.2347015	0.10885702	0.06397199	0.025610173	0.036021072
a31	0.18540086	0.18497717	0.18434238	0.1708765	0.119983144	0.07571081	0.078709126
a37	0.1757857	0.17512314	0.17448628	0.1561861	0.082412064	0.16352776	0.072478935
a31	0.12353679	0.12360044	0.123540536	0.12386406	0.18752484	0.20457141	0.113361895
a20	0.26190245	0.24205528	0.2440221	0.1669188	0.028778343	0.030583594	0.025739431
a46	0.08744804	0.087846905	0.08810368	0.09245098	0.15286565	0.30563036	0.18565431
a31	0.13918869	0.13833554	0.13884395	0.14364077	0.17978941	0.124785714	0.13541585
a20	0.2954504	0.21276507	0.23271793	0.13240506	0.0143746715	0.02680423	0.08548269
a0	0.0712341	0.07288944	0.07395502	0.090563126	0.0993316	0.29625654	0.29577014
a31	0.08312733	0.08431233	0.086208254	0.12875316	0.17398563	0.295343	0.14827034
a20	0.20617741	0.117517084	0.13735096	0.056805197	0.0119094495	0.041827384	0.4284126
a15	0.036730647	0.041773785	0.043449286	0.06152352	0.03508432	0.26525098	0.5161874
a31	0.1234708	0.12316724	0.12870227	0.14407854	0.11405193	0.17409797	0.1924312
a18	0.06558293	0.013111058	0.011882706	0.008703329	0.025502892	0.1597294	0.71548766
a31	0.070171244	0.055998515	0.05185987	0.02192385	0.031042373	0.2248579	0.54414624
a20	0.0113649955	0.0020970404	0.0022918128	0.008167823	0.033016372	0.25336763	0.68969434
a18	0.03863796	0.02732913	0.02465048	0.011662272	0.036069673	0.35273996	0.50891054
a46	0.04232019	0.076128274	0.10224767	0.10745953	0.046695184	0.26662776	0.35852137
a8	0.03037269	0.028575573	0.044321492	0.056211732	0.140994	0.4009372	0.2985873
a20	0.10379273	0.043476608	0.07125116	0.137909	0.17803699	0.16996402	0.29556948
a31	0.10142087	0.047323033	0.09191472	0.11188589	0.326436	0.11652649	0.20449297
a46	0.006462305	0.0016599499	0.0016555153	0.003049252	0.023300117	0.25697848	0.70689434
a31	0.004947222	0.0016973524	0.002497664	0.006006606	0.042102996	0.3965264	0.54622173
a24	0.016122453	0.0027435794	0.0017160387	0.0038915554	0.044530343	0.307586	0.62341005
a31	0.01324523	0.0025615164	0.0018375439	0.0073111835	0.019813895	0.4484139	0.5068167
</S>	0.029032374	0.021630488	0.011961666	0.008103718	0.05443316	0.35437453	0.52046406
