 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.2188566	0.11890991	0.15321143	0.08041722	0.013862198	0.013760356	0.018422259	0.017929414	0.018436164	0.07328991	0.10909672	0.16380782
a24	0.09500474	0.047866218	0.05365304	0.045613706	0.043549035	0.04269426	0.048864618	0.07718042	0.026882276	0.052980408	0.3019841	0.16372715
a31	0.110389866	0.020078592	0.052919038	0.024784826	0.062585115	0.024426242	0.097525835	0.06860922	0.0043606786	0.01987502	0.09588862	0.4185569
a8	0.051042963	0.006415439	0.022794774	0.024588149	0.044508174	0.011428314	0.10467381	0.07579991	0.01287766	0.027277175	0.084288955	0.5343047
a20	0.07231924	0.007559933	0.04973286	0.013951897	0.027618011	0.004968947	0.13459077	0.055965785	0.0013633196	0.013772602	0.09993509	0.5182215
a31	0.119838044	0.01034955	0.020832887	0.025532758	0.014349102	0.0032699285	0.029137101	0.01564742	0.0023053999	0.009885033	0.15379876	0.5950541
a8	0.06895581	0.008807549	0.035165146	0.020788731	0.020657701	0.019643972	0.07452662	0.04223352	0.005382127	0.020567548	0.06128401	0.6219873
a31	0.135348	0.014430867	0.061820347	0.030883392	0.019583227	0.010193518	0.08116336	0.064466655	0.0043125697	0.011895603	0.14238472	0.42351773
a20	0.05359794	0.008448557	0.033856846	0.023423038	0.018209552	0.020139473	0.051913615	0.05283773	0.019678468	0.0734055	0.107204184	0.5372851
a31	0.033687357	0.008507172	0.035223328	0.02399419	0.018312894	0.017263476	0.11104683	0.06774436	0.014921704	0.06762715	0.17814046	0.42353103
a20	0.027964877	0.008601669	0.019606845	0.03463754	0.017260458	0.010116987	0.045145247	0.04066416	0.025433678	0.05874308	0.11225164	0.5995738
a41	0.01611423	0.0077489396	0.015800258	0.033194255	0.029504718	0.010112456	0.15145335	0.08125525	0.027092459	0.048856813	0.25498372	0.3238836
a11	0.02257336	0.0052784565	0.019884126	0.027098948	0.023356337	0.008481336	0.12424544	0.07571139	0.029193413	0.055497356	0.19346978	0.41521013
a6	0.037196506	0.0050361147	0.024998365	0.017098464	0.018831642	0.01150753	0.11011815	0.03855093	0.0060871737	0.02510135	0.16101024	0.5444635
a31	0.04953696	0.011612257	0.040146697	0.021109806	0.03727888	0.013975263	0.09181745	0.058066893	0.0038873132	0.020879086	0.15742067	0.49426877
a24	0.07228815	0.007216135	0.013906152	0.032397643	0.014836962	0.009476533	0.05819712	0.033139348	0.019334594	0.039819345	0.12880243	0.5705856
a31	0.022557938	0.004611602	0.009937356	0.024491524	0.015485941	0.005719067	0.07264461	0.03872827	0.027841385	0.06395037	0.22627085	0.48776114
a8	0.034856897	0.005131863	0.012944912	0.07291262	0.023074204	0.012904121	0.06570921	0.03413924	0.029079197	0.03403033	0.14766169	0.52755576
a31	0.008658166	0.001929302	0.004589507	0.02933313	0.023001993	0.013590909	0.048307423	0.03129	0.049433447	0.09379268	0.16514984	0.53092355
a20	0.013362442	0.009928976	0.020710288	0.05101856	0.038065873	0.028105382	0.091411926	0.05586414	0.06800746	0.088247865	0.24555226	0.2897248
a13	0.005732124	0.0022094059	0.013834382	0.029073583	0.028096514	0.027568743	0.03839785	0.03213846	0.087244876	0.098281994	0.15710673	0.48031533
a28	0.0071267127	0.0014776041	0.0075318185	0.022849778	0.022352133	0.039320447	0.03405248	0.029196415	0.09906284	0.095094055	0.14767079	0.49426493
a29	0.0088665625	0.00094009214	0.0035620404	0.021379484	0.021709118	0.021870889	0.065102026	0.054877345	0.06258863	0.112958305	0.2526385	0.37350696
a31	0.0053979754	0.00075851183	0.0032156135	0.0088678785	0.019283224	0.015730217	0.083302304	0.09916117	0.06270555	0.13406248	0.20355694	0.3639581
a37	0.02552463	0.005358827	0.034146722	0.030728469	0.02882041	0.040380295	0.054190237	0.03875646	0.07905629	0.10074552	0.2520706	0.3102216
a31	0.0111305695	0.001207808	0.0051849084	0.017109843	0.03278941	0.03965342	0.05625058	0.058067948	0.08277288	0.11331155	0.250913	0.33160812
a28	0.03077693	0.010625271	0.07901599	0.04346186	0.0398818	0.07811932	0.04671906	0.042792846	0.090141244	0.09864372	0.18892094	0.250901
a31	0.02029744	0.0020892622	0.014668616	0.018356008	0.036887463	0.05965954	0.038275927	0.044597793	0.10939136	0.12289369	0.19331346	0.33956945
a24	0.06087901	0.02227741	0.0846556	0.05594623	0.043596122	0.11500427	0.03511184	0.034838427	0.10756643	0.09262568	0.13724208	0.21025695
a31	0.04973131	0.007929783	0.037300266	0.022490786	0.037179627	0.102631286	0.03601357	0.04036649	0.15462449	0.14775354	0.16298486	0.20099401
a20	0.061609253	0.032893013	0.06859712	0.054018933	0.04549775	0.12204255	0.02594757	0.02745294	0.12409584	0.09765988	0.12626027	0.21392488
a31	0.05902794	0.009409956	0.02760099	0.023680208	0.044649485	0.08448622	0.042135123	0.055783603	0.13265394	0.13806507	0.17269692	0.20981058
a17	0.05807939	0.03823584	0.06179906	0.047173776	0.041038953	0.12008569	0.023796625	0.025707398	0.1273947	0.116098054	0.13454914	0.20604137
</S>	0.054891348	0.017406324	0.038632967	0.029410973	0.04147358	0.103968784	0.036095936	0.055307705	0.13209175	0.13225761	0.15924692	0.19921605
