 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.20107092	0.16172102	0.109058194	0.07441394	0.03155237	0.03312518	0.104804814	0.28425354
a31	0.1951928	0.3138383	0.1825998	0.059313916	0.035924032	0.06244698	0.09860281	0.052081354
a29	0.12143746	0.5105304	0.12951767	0.07248536	0.03021072	0.042375054	0.061475616	0.031967677
a10	0.11719628	0.32294756	0.15942952	0.16313908	0.03127681	0.01721042	0.15700577	0.03179454
a24	0.059958693	0.123542674	0.09869017	0.112727664	0.01646281	0.003750428	0.33394557	0.250922
a31	0.05231495	0.12172972	0.09941788	0.13968718	0.037761234	0.0037666427	0.31104913	0.23427331
a24	0.028743297	0.17469145	0.120114334	0.27172586	0.15403138	0.0069108293	0.09427183	0.14951105
a16	0.02203365	0.12963644	0.06490085	0.19754238	0.06940097	0.0043850024	0.19559513	0.31650552
a31	0.010692058	0.048938993	0.03853846	0.08675483	0.02546476	0.009458172	0.38241422	0.39773855
a20	0.0356879	0.1135386	0.0722871	0.09380388	0.04620282	0.020375041	0.08066384	0.5374408
a31	0.010326557	0.06516983	0.0315787	0.0805509	0.046401717	0.01310597	0.11311332	0.63975304
a11	0.028973524	0.059557617	0.041514028	0.044282917	0.039994743	0.0408244	0.15292026	0.59193254
a17	0.011892873	0.060789924	0.030276155	0.066658184	0.062064968	0.036163907	0.0816391	0.6505149
a11	0.0074757007	0.06334174	0.024523394	0.06419698	0.030775277	0.017551783	0.14032045	0.6518147
a17	0.0078292955	0.05414994	0.032845322	0.08280849	0.029951176	0.012391569	0.22120667	0.55881757
a31	0.009453013	0.06052499	0.038492344	0.085035	0.029212361	0.010306119	0.20908372	0.55789244
a20	0.018175248	0.10504473	0.019240553	0.056429096	0.034000136	0.02481657	0.13699317	0.6053006
a31	0.005406607	0.05018017	0.010294879	0.050566338	0.051956676	0.039331745	0.204264	0.5879996
a20	0.024972508	0.14420705	0.037604876	0.05518434	0.05038825	0.05307228	0.18821833	0.44635236
a8	0.0039305603	0.09635737	0.015192617	0.040923167	0.017336145	0.07177651	0.20039585	0.55408776
a31	0.0034921886	0.06663337	0.0093308985	0.028035177	0.035672303	0.20963337	0.23434569	0.41285697
a24	0.015686592	0.07006149	0.031163767	0.05029344	0.07569589	0.13106278	0.23792356	0.38811252
a31	0.011553065	0.039518233	0.016174784	0.022237048	0.03335461	0.18044385	0.42060533	0.276113
a10	0.032987304	0.08598639	0.05373592	0.064336665	0.08207619	0.18964267	0.13196084	0.35927406
a31	0.015220436	0.07478881	0.03163938	0.027106496	0.048540946	0.16218103	0.37153596	0.26898697
a11	0.051149722	0.10663036	0.062454123	0.06118953	0.08038105	0.20080924	0.11636985	0.32101616
a46	0.023299804	0.07885973	0.038799163	0.036772795	0.07672527	0.17406033	0.34634784	0.22513507
a6	0.009167812	0.045874093	0.022860417	0.029030822	0.10288087	0.19478922	0.24317731	0.35221946
a31	0.002192141	0.046766706	0.024006277	0.055027895	0.14761995	0.1538005	0.23928751	0.33129904
a26	0.032353494	0.058691327	0.03412418	0.036942404	0.05258903	0.23274514	0.3176765	0.23487785
a31	0.012833741	0.046909038	0.018763445	0.021495663	0.0794344	0.28649193	0.24548732	0.2885845
a8	0.034099784	0.06572957	0.040748224	0.040066864	0.05368586	0.2654904	0.23256996	0.26760933
</S>	0.032044098	0.03351807	0.02029692	0.02401935	0.13541172	0.17263728	0.24459474	0.33747783
