 	lo	posso	finire	di	fare	</S>
a20	0.04888333	0.20141897	0.2713255	0.25559866	0.12657705	0.09619646
a31	0.2609454	0.2378868	0.30703565	0.06701558	0.07139731	0.05571926
a46	0.26385024	0.25797474	0.27157056	0.08955808	0.058696803	0.058349673
a31	0.1999676	0.14350595	0.19817936	0.09483339	0.21756946	0.14594428
a41	0.13106814	0.13342659	0.14560613	0.14781609	0.1886193	0.25346377
a18	0.04766656	0.05798095	0.07238033	0.21092254	0.2011009	0.40994877
a7	0.038818866	0.049910385	0.052779898	0.14233789	0.18487129	0.53128165
a41	0.018574337	0.029406356	0.020035423	0.04744571	0.18269178	0.7018464
a31	0.014843584	0.024819536	0.020205498	0.05655352	0.2230139	0.66056395
a0	0.015976032	0.101112865	0.122157715	0.075832225	0.40096194	0.28395924
a31	0.006263198	0.034540843	0.022656979	0.033394683	0.30425712	0.5988872
a39	0.019833473	0.056566484	0.15583074	0.111846805	0.2836884	0.3722341
a46	0.004032252	0.030427448	0.04575741	0.045677777	0.4174953	0.45660976
</S>	0.002233646	0.014540127	0.013446793	0.021549942	0.41074845	0.53748107
