 	avete	fatto	già	le	verdure	</S>
a6	0.15138927	0.06564827	0.071450524	0.1923118	0.22600207	0.29319808
a46	0.107546106	0.07541921	0.16940923	0.20281988	0.21066917	0.23413633
a21	0.19258119	0.05672542	0.12326648	0.16046932	0.19387732	0.2730802
a20	0.46546993	0.044011407	0.017637542	0.050191674	0.20788407	0.21480538
a24	0.21203604	0.18812624	0.014564044	0.02356307	0.14037238	0.4213383
a31	0.14892185	0.31657484	0.05096629	0.030971382	0.19575661	0.256809
a14	0.18187107	0.28563482	0.09157184	0.06736265	0.1893489	0.18421066
a41	0.061253566	0.16536893	0.04131248	0.13465114	0.30762234	0.28979152
a37	0.077958725	0.19280837	0.052143726	0.11004255	0.29600802	0.2710386
a31	0.0969161	0.21993606	0.077612005	0.098340355	0.24595173	0.26124373
a6	0.26658726	0.08449252	0.07414778	0.049251247	0.09068178	0.43483946
a46	0.061653078	0.048330367	0.038746573	0.07767878	0.2232751	0.55031615
a31	0.12885897	0.08116607	0.019137356	0.06775858	0.16379736	0.53928167
a17	0.2022372	0.03640681	0.02968035	0.06450022	0.14622119	0.5209542
a20	0.073568664	0.020954145	0.025593927	0.10369806	0.135553	0.6406322
a31	0.058561068	0.025979534	0.0963915	0.0990217	0.12311157	0.5969347
a17	0.0905209	0.024125129	0.033055447	0.08016739	0.25297973	0.5191514
a20	0.05699288	0.009890588	0.03475491	0.12051017	0.31420565	0.4636458
a31	0.060379457	0.016107896	0.07226153	0.12030583	0.22339216	0.50755316
a20	0.01668104	0.009992796	0.021417672	0.09833158	0.51792026	0.33565664
a17	0.028060816	0.008012335	0.06579863	0.1880857	0.3457867	0.36425585
a31	0.03149716	0.016320553	0.09684498	0.18444577	0.40180358	0.26908794
a23	0.0082334215	0.0048090406	0.011981019	0.116209164	0.44412714	0.41464016
a31	0.00999246	0.014767637	0.13700564	0.2643587	0.2616433	0.3122323
a8	0.023240924	0.010763012	0.021809343	0.1067821	0.49305633	0.34434834
a31	0.012977467	0.013218793	0.09639635	0.26619884	0.2682262	0.34298235
a28	0.02445322	0.013595456	0.023654386	0.11815812	0.46770892	0.35242996
a21	0.008946501	0.007452032	0.026512202	0.2838395	0.3039835	0.36926624
a31	0.008564842	0.008684329	0.101245455	0.28132847	0.2897983	0.3103786
</S>	0.016193613	0.008422712	0.014005215	0.13656148	0.47024688	0.35457003
