 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.13870056	0.1796926	0.0406134	0.05146386	0.06788202	0.078252524	0.087419	0.07898908	0.09201718	0.06727395	0.020869678	0.018376302	0.026240326	0.052209415
a20	0.058066007	0.09589032	0.042267945	0.048000958	0.06387907	0.07925703	0.09382134	0.078678116	0.11385338	0.07921867	0.077214465	0.09529513	0.044937715	0.029619882
a13	0.113098815	0.09554573	0.020163296	0.032587957	0.052927367	0.026731458	0.059857924	0.114613734	0.17238085	0.10299191	0.08492987	0.062099457	0.040977836	0.021093747
a31	0.07554991	0.071296215	0.03999454	0.04759563	0.0707862	0.059961073	0.108695865	0.13093282	0.14118846	0.07505425	0.044478923	0.03553826	0.045214027	0.05371376
a28	0.028195059	0.031238727	0.07067698	0.10846872	0.14986996	0.068317994	0.1506413	0.07407302	0.071467094	0.04608528	0.030384148	0.027515035	0.058238365	0.08482831
a31	0.017140819	0.017984306	0.05166953	0.11577881	0.15767843	0.09621275	0.1525163	0.0492143	0.04981433	0.044458773	0.03776825	0.035729904	0.056958117	0.11707531
a21	0.028524542	0.08582022	0.04345691	0.041287642	0.058437407	0.08967225	0.07219628	0.08798192	0.10364779	0.051810663	0.060472872	0.03949809	0.08193489	0.15525857
a31	0.017677378	0.025676819	0.031605937	0.064047284	0.08729823	0.06719562	0.08997833	0.063286774	0.07752746	0.078633144	0.045420468	0.046677284	0.14779972	0.15717556
a20	0.022868883	0.054983545	0.053035673	0.051039103	0.065785006	0.12758383	0.0908551	0.044435218	0.0503236	0.030814162	0.0389818	0.025995433	0.08247128	0.26082733
a28	0.0086146025	0.020181092	0.02793544	0.05730156	0.04956311	0.06461205	0.0754803	0.05558453	0.10126458	0.076739304	0.041143082	0.061258685	0.2407527	0.119569026
a27	0.010880715	0.025450043	0.0213454	0.04411199	0.051682767	0.08719994	0.07218564	0.07005354	0.11621377	0.086461686	0.078823656	0.049609367	0.14919455	0.13678691
a17	0.009120147	0.013661133	0.012474364	0.035988458	0.046243407	0.048248056	0.0564282	0.049728066	0.07399656	0.06643511	0.059285868	0.031058144	0.3108918	0.18644065
a4	0.023425627	0.04248015	0.008568316	0.016708141	0.025835909	0.065574706	0.041706003	0.060978543	0.07800829	0.05908406	0.07604817	0.050343093	0.21844986	0.23278922
a13	0.020946143	0.030012358	0.015752451	0.024118977	0.024627006	0.03370683	0.061770737	0.0354665	0.08519318	0.069734074	0.025789479	0.020514721	0.18140969	0.37095782
a31	0.01617929	0.031233542	0.011321116	0.01598002	0.02555678	0.034344096	0.03815457	0.043215025	0.054333225	0.03454052	0.063969925	0.1440454	0.19302492	0.29410157
a18	0.017299837	0.06459397	0.010923315	0.014728435	0.013025273	0.02486094	0.024502072	0.06475801	0.10226175	0.07931362	0.06276883	0.07146952	0.163074	0.28642043
a36	0.0036623531	0.022213232	0.007818358	0.010225122	0.0073643737	0.0139123155	0.015209963	0.033647496	0.06286944	0.03632878	0.027579304	0.040180907	0.339777	0.3792114
a46	0.004098932	0.023856029	0.006785756	0.010294564	0.008176822	0.017293904	0.016618222	0.026678612	0.046507407	0.03298337	0.030886868	0.116026856	0.29798678	0.3618059
a31	0.005267418	0.024190236	0.011170722	0.020374482	0.024589982	0.043939017	0.03931745	0.02991378	0.049887918	0.050947063	0.08303262	0.24102236	0.18698484	0.18936218
a20	0.01826182	0.09893889	0.01165328	0.021521013	0.016168507	0.030595988	0.028904043	0.020645926	0.050431214	0.062482953	0.055971272	0.08274411	0.21539466	0.28628638
a8	0.0029176197	0.031392712	0.0046643	0.006761773	0.00580706	0.00694284	0.0073992363	0.010335397	0.022802895	0.022484986	0.052910693	0.10366366	0.29335478	0.42856202
a31	0.0017024827	0.00805382	0.004844301	0.0064000967	0.0065272935	0.0063482	0.006467457	0.007301838	0.01286664	0.061946917	0.10071237	0.14425687	0.31921205	0.31335968
a24	0.014208974	0.029777529	0.024276191	0.020161372	0.018105369	0.01613792	0.016203556	0.014570264	0.016832747	0.017520783	0.030862935	0.09705383	0.3864017	0.2978868
a46	0.0026738055	0.006220693	0.0066668917	0.0041174716	0.0040069753	0.0030074648	0.0030099053	0.0029623355	0.003083304	0.0034994166	0.0119426735	0.08690157	0.36872464	0.49318284
</S>	0.0021163304	0.007497624	0.003555853	0.002874007	0.002923297	0.0024638954	0.0024657326	0.002645679	0.003706678	0.011436448	0.032550845	0.15134521	0.3192141	0.4552043
