 	può	che	sono	ancora	svegli	</S>
a31	0.17061912	0.1585011	0.21660054	0.15273273	0.15039054	0.1511559
a7	0.14746776	0.18165815	0.2521836	0.17022175	0.14339605	0.10507272
a31	0.21996346	0.3980731	0.18335722	0.041630812	0.1203603	0.036615014
a7	0.22109883	0.40386635	0.1461363	0.083359286	0.118947536	0.026591595
a31	0.20436218	0.24427481	0.24111222	0.056016013	0.1431024	0.11113243
a37	0.100734316	0.37070334	0.21445377	0.14121674	0.07652633	0.09636551
a31	0.07372351	0.23534627	0.25622478	0.07349161	0.048310604	0.31290323
a39	0.13563779	0.21818689	0.12221739	0.114463344	0.14048581	0.26900882
a31	0.04592706	0.10845175	0.20046557	0.055834357	0.07384679	0.5154745
a20	0.068815	0.09321896	0.086213246	0.10834081	0.16960433	0.47380763
a31	0.043559168	0.040425394	0.07080279	0.087029815	0.12675928	0.63142353
a46	0.021678902	0.021646976	0.04646641	0.21164389	0.16741104	0.5311528
a8	0.05768398	0.03164851	0.028795617	0.12699816	0.31550527	0.43936852
a46	0.012789046	0.011274901	0.015357323	0.07043808	0.48323357	0.4069071
a8	0.0038837248	0.002447988	0.0077680056	0.06263167	0.49066097	0.43260765
a31	0.005952646	0.0038928676	0.010178646	0.13167855	0.44446564	0.40383166
a20	0.0039640144	0.002787017	0.009665811	0.052466605	0.36772424	0.5633923
</S>	0.0016962078	0.0017308819	0.0039556287	0.029407037	0.29083827	0.672372
